stage,episode,seed,episode_reward,total_score,completed_tasks,overdue_tasks,timeout_rate,total_distance,simulation_failed,steps,actor_loss,critic_loss,entropy
medium,75,20260477,9931.781,9920.32,162,4,0.0247,3236.2,False,800,-0.00056,13796.387998,0.078435
medium,76,20260478,9429.7703,9393.95,162,5,0.0309,3271.6,False,800,-0.000269,9453.884097,0.065456
medium,77,20260479,9525.9011,9484.46,162,5,0.0309,3401.4,False,800,-0.000312,12318.608691,0.066362
medium,78,20260480,9286.0871,9254.48,162,4,0.0247,3242.4,False,800,-0.000148,13913.580029,0.071895
medium,79,20260481,9686.6469,9636.35,162,3,0.0185,3421.0,False,800,-0.00049,8760.1802,0.053606
medium,80,20260482,9519.7953,9477.91,162,6,0.037,3465.6,False,800,-4.7e-05,8044.487524,0.05707
medium,81,20260483,8614.1111,8542.52,162,13,0.0802,3576.4,False,800,-8.9e-05,6764.67197,0.035339
medium,82,20260484,10268.5581,10222.87,162,0,0.0,3481.4,False,800,-0.000665,10725.965762,0.057327
medium,83,20260485,9657.345,9636.01,162,5,0.0309,3274.6,False,800,-0.000545,7362.018918,0.068275
medium,84,20260486,9034.9077,8991.14,162,4,0.0247,3403.6,False,800,-6.8e-05,11044.266934,0.057537
medium,85,20260487,8115.9176,8086.0,162,6,0.037,3534.0,False,800,-0.000246,7055.55886,0.046868
medium,86,20260488,10228.1132,10174.94,162,0,0.0,3507.6,False,800,-1.2e-05,6968.380981,0.051112
medium,87,20260489,9750.7751,9678.11,162,3,0.0185,3555.2,False,800,-0.000317,7981.311697,0.0531
medium,88,20260490,10007.7777,9943.33,162,4,0.0247,3406.4,False,800,-0.000365,11724.136938,0.074035
medium,89,20260491,9805.62,9758.83,162,3,0.0185,3285.2,False,800,-0.000338,8009.309141,0.087053
medium,90,20260492,9206.8568,9125.89,162,4,0.0247,3481.0,False,800,-0.000493,8137.81458,0.069433
medium,91,20260493,9640.8792,9590.82,162,4,0.0247,3429.0,False,800,-0.000832,14722.866943,0.067098
medium,92,20260494,9973.727,9946.67,162,2,0.0123,3208.6,False,800,-0.000274,10000.329204,0.073975
medium,93,20260495,9910.537,9876.0,162,4,0.0247,3325.4,False,800,-0.000114,6682.372983,0.074885
medium,94,20260496,9384.2009,9354.91,162,4,0.0247,3359.4,False,800,-0.000484,8370.694111,0.076763
medium,95,20260497,10302.3223,10295.82,162,2,0.0123,3191.6,False,800,-0.000279,12231.92627,0.112018
medium,96,20260498,9740.0573,9699.06,162,5,0.0309,3339.2,False,800,-0.000245,10836.583325,0.095025
medium,97,20260499,9464.3348,9446.34,162,7,0.0432,3212.4,False,800,-0.000277,11309.405615,0.110093
medium,98,20260500,10118.7573,10094.78,162,3,0.0185,3204.8,False,800,-0.000505,7649.220039,0.125489
medium,99,20260501,10028.5709,9965.66,162,3,0.0185,3526.8,False,800,-0.000458,6817.867837,0.097004
medium,100,20260502,9586.332,9548.62,162,4,0.0247,3253.2,False,800,-0.000129,6442.090176,0.133242
medium,101,20260503,10332.7454,10322.26,162,0,0.0,3109.2,False,800,8.2e-05,16772.595957,0.154402
medium,102,20260504,10062.5665,10010.14,162,1,0.0062,3403.0,False,800,-0.000208,11473.007573,0.114558
medium,103,20260505,10079.0161,10047.06,162,3,0.0185,3069.2,False,800,7.8e-05,12655.428672,0.140241
medium,104,20260506,8890.398,8820.38,162,7,0.0432,3325.4,False,800,0.000161,8404.692637,0.108073
medium,105,20260507,9837.4543,9790.09,162,3,0.0185,3345.0,False,800,-0.000167,6269.339375,0.116735
medium,106,20260508,9635.171,9570.51,162,5,0.0309,3355.2,False,800,-0.000284,7735.478613,0.117807
medium,107,20260509,9718.8636,9704.37,162,5,0.0309,3092.6,False,800,-0.000282,9126.21793,0.149253
medium,108,20260510,9755.4114,9692.01,162,4,0.0247,3363.8,False,800,-0.00058,7748.761484,0.11618
medium,109,20260511,9905.2901,9837.79,162,3,0.0185,3366.6,False,800,-0.000109,9784.505171,0.119961
medium,110,20260512,10504.7646,10483.14,162,0,0.0,3152.4,False,800,2.8e-05,10301.248887,0.162586
medium,111,20260513,9879.9604,9832.11,162,4,0.0247,3270.6,False,800,-0.000234,13043.133555,0.133118
medium,112,20260514,9954.0795,9931.49,162,5,0.0309,3179.4,False,800,-0.000616,16316.707783,0.146301
medium,113,20260515,8962.7823,8912.64,162,3,0.0185,3397.4,False,800,-0.000322,13027.323643,0.107546
medium,114,20260516,10026.4936,9967.55,162,2,0.0123,3470.6,False,800,5.6e-05,10500.550391,0.094326
medium,115,20260517,9161.9534,9128.82,162,9,0.0556,3357.0,False,800,-8e-05,9175.490654,0.095218
medium,116,20260518,8698.3269,8624.81,162,4,0.0247,3455.4,False,800,-0.001609,11779.190947,0.101399
medium,117,20260519,10253.5659,10232.87,162,2,0.0123,3252.4,False,800,3e-06,5829.840261,0.1488
medium,118,20260520,9665.5857,9574.05,162,4,0.0247,3515.4,False,800,-0.000246,3819.274368,0.082644
medium,119,20260521,9615.9959,9585.67,162,4,0.0247,3220.4,False,800,-0.000162,10039.509233,0.1315
medium,120,20260522,9858.0849,9837.02,162,3,0.0185,3257.6,False,800,-0.000166,8136.098828,0.122844
medium,121,20260523,9680.5445,9665.35,162,6,0.037,3325.8,False,800,0.0001,27263.349541,0.124474
medium,122,20260524,8167.1053,8108.56,162,4,0.0247,3365.8,False,800,-0.000707,5690.113396,0.089019
medium,123,20260525,10233.9711,10209.58,162,0,0.0,3184.0,False,800,-0.000528,11592.367422,0.125242
medium,124,20260526,9724.12,9652.11,162,3,0.0185,3391.8,False,800,-0.000621,6776.974929,0.096614
medium,125,20260527,9338.809,9293.29,162,4,0.0247,3521.4,False,800,-0.000613,6344.754648,0.083286
medium,126,20260528,9964.2712,9895.37,162,3,0.0185,3490.2,False,800,-0.000103,7212.567244,0.067558
medium,127,20260529,9408.6302,9397.78,162,6,0.037,3288.8,False,800,0.000373,11657.687578,0.091612
medium,128,20260530,10151.239,10135.96,162,3,0.0185,3261.4,False,800,-0.000401,7279.752363,0.091201
medium,129,20260531,9017.1086,8946.97,162,7,0.0432,3470.0,False,800,-0.000722,5453.016384,0.08226
medium,130,20260532,10500.6029,10463.49,162,0,0.0,3188.4,False,800,0.000133,7008.384507,0.113706
medium,131,20260533,9594.7813,9546.58,162,6,0.037,3337.6,False,800,-0.000307,9694.168506,0.101896
medium,132,20260534,9898.741,9829.15,162,3,0.0185,3398.0,False,800,-0.00013,9602.986563,0.106334
medium,133,20260535,8544.288,8427.26,162,11,0.0679,3651.0,False,800,-0.000142,4509.367261,0.065599
medium,134,20260536,9985.0078,9917.41,162,3,0.0185,3324.8,False,800,-0.000902,9296.192012,0.107561
medium,135,20260537,9287.8519,9216.72,162,6,0.037,3333.4,False,800,-0.000512,15250.082529,0.102873
medium,136,20260538,10017.9082,9952.96,162,3,0.0185,3344.0,False,800,-0.00042,17473.584775,0.103825
medium,137,20260539,9902.689,9843.31,162,4,0.0247,3206.8,False,800,-0.000524,8301.177285,0.099964
medium,138,20260540,8938.5777,8852.33,162,4,0.0247,3395.8,False,800,-0.000112,5396.250791,0.07711
medium,139,20260541,9590.667,9515.15,162,3,0.0185,3379.4,False,800,-0.000269,8807.170278,0.091242
medium,140,20260542,10010.6102,9955.87,162,3,0.0185,3229.6,False,800,-0.000354,10076.385708,0.10043
medium,141,20260543,9549.1866,9458.81,162,3,0.0185,3446.4,False,800,-0.000522,6431.077727,0.079968
medium,142,20260544,9888.4781,9822.2,162,3,0.0185,3342.8,False,800,-8.4e-05,5238.503572,0.105317
medium,143,20260545,9763.6809,9705.96,162,5,0.0309,3370.4,False,800,-0.000139,6733.256155,0.106577
medium,144,20260546,9429.1366,9357.32,162,5,0.0309,3515.0,False,800,-0.000117,7671.206543,0.083805
medium,145,20260547,10537.7427,10494.93,162,1,0.0062,2990.6,False,800,-0.001289,5984.184438,0.157935
medium,146,20260548,9643.2985,9555.82,162,5,0.0309,3267.6,False,800,-0.000446,6199.160686,0.104703
medium,147,20260549,8941.3962,8841.0,162,10,0.0617,3463.6,False,800,-0.000515,10235.789902,0.085817
medium,148,20260550,9980.1806,9887.05,162,3,0.0185,3381.0,False,800,-8.9e-05,4895.077825,0.094256
medium,149,20260551,10162.2056,10092.14,162,2,0.0123,3177.4,False,800,-0.001466,12200.387554,0.135686
medium,150,20260552,9944.0448,9869.18,162,4,0.0247,3293.8,False,800,-0.001065,9043.394932,0.122433
