stage,episode,seed,episode_reward,total_score,completed_tasks,overdue_tasks,timeout_rate,total_distance,simulation_failed,steps,actor_loss,critic_loss,entropy
medium,56,20260458,-23296.4133,-23076.15,151,450,0.9259,3073.7,False,800,-0.000952,161101.692773,0.145699
medium,57,20260459,-24117.1888,-23872.43,145,450,0.9259,3005.4,False,800,-0.00043,129437.833086,0.134133
medium,58,20260460,-24115.9793,-23884.96,146,457,0.9403,2957.3,False,800,-0.000109,146541.120547,0.157582
medium,59,20260461,-22946.5974,-22715.4,138,454,0.9342,2852.4,False,800,4.1e-05,132995.856797,0.180165
medium,60,20260462,-22217.0897,-21953.37,135,455,0.9362,2840.4,False,800,-7.1e-05,125085.150742,0.173757
medium,61,20260463,-21602.7342,-21373.39,146,449,0.9239,2980.8,False,800,-0.000666,117555.036133,0.133369
medium,62,20260464,-18520.2024,-18219.47,108,452,0.93,2247.4,False,800,-0.00024,119904.348125,0.196526
medium,63,20260465,-20409.9563,-20107.63,110,457,0.9403,2355.7,False,800,-0.000682,88353.132285,0.193716
medium,64,20260466,-20824.4958,-20515.53,114,453,0.9321,2476.7,False,800,-0.000816,115605.269648,0.169058
medium,65,20260467,-15391.5806,-15067.3,101,451,0.928,1937.4,False,800,-0.000257,99623.521543,0.207707
medium,66,20260468,-16175.6976,-15865.05,96,452,0.93,2032.0,False,800,-0.000397,114060.127344,0.196425
medium,67,20260469,-15324.5643,-15006.27,99,446,0.9177,2176.5,False,800,-0.000696,96957.149844,0.14691
medium,68,20260470,-14780.7624,-14446.5,81,450,0.9259,1754.9,False,800,-0.000187,94880.949102,0.179105
medium,69,20260471,-13909.4035,-13546.94,76,448,0.9218,1656.8,False,800,-0.000651,70291.551895,0.173254
medium,70,20260472,-12084.2097,-11703.21,64,451,0.928,1188.4,False,800,-0.001266,62658.203828,0.186778
medium,71,20260473,-10749.608,-10343.75,57,451,0.928,1192.6,False,800,-0.001088,36128.369043,0.149572
medium,72,20260474,-10740.2101,-10326.73,65,444,0.9136,1227.2,False,800,-0.00065,50860.871328,0.127111
medium,73,20260475,-10245.5466,-9836.14,52,457,0.9403,1043.5,False,800,-0.00069,45881.759824,0.159306
medium,74,20260476,-9419.2354,-9039.26,61,449,0.9239,1284.4,False,800,-6.6e-05,35785.686035,0.181502
medium,75,20260477,-10264.9431,-9845.33,49,457,0.9403,1020.2,False,800,-0.001251,31895.1471,0.21877
medium,76,20260478,-8941.4722,-8529.39,47,454,0.9342,975.0,False,800,-0.000361,26708.378584,0.195089
medium,77,20260479,-9517.8593,-9076.0,38,465,0.9568,890.6,False,800,-0.000249,23312.02585,0.190958
medium,78,20260480,-10063.3316,-9627.08,46,463,0.9527,927.0,False,800,-8.4e-05,22500.890283,0.181334
medium,79,20260481,-8084.0072,-7622.32,38,460,0.9465,752.2,False,800,-0.001324,22515.007041,0.218529
medium,80,20260482,-8440.46,-7990.08,40,456,0.9383,817.4,False,800,-0.001055,21812.615937,0.189941
medium,81,20260483,-8865.8737,-8421.65,36,463,0.9527,837.8,False,800,-7.6e-05,17791.150327,0.191575
medium,82,20260484,-8815.434,-8346.07,36,457,0.9403,687.6,False,800,-0.000319,14918.850005,0.197839
medium,83,20260485,-7369.7477,-6944.92,40,450,0.9259,807.4,False,800,0.000144,13194.895557,0.219649
medium,84,20260486,-7521.5198,-7130.17,52,447,0.9198,1021.2,False,800,-0.000383,15846.322905,0.194944
medium,85,20260487,-8441.2339,-7988.22,36,461,0.9486,750.6,False,800,6.2e-05,11393.048003,0.210808
medium,86,20260488,-9364.4147,-8915.0,31,462,0.9506,755.4,False,800,-9.4e-05,19416.180908,0.223841
medium,87,20260489,-8254.7237,-7794.67,32,462,0.9506,652.6,False,800,5.8e-05,17472.450825,0.241611
medium,88,20260490,-8262.5902,-7813.44,31,457,0.9403,691.6,False,800,-8e-05,12193.720151,0.233144
medium,89,20260491,-8129.052,-7675.78,35,456,0.9383,763.4,False,800,-0.000268,10108.88541,0.209583
medium,90,20260492,-7543.398,-7116.58,38,452,0.93,816.0,False,800,1.9e-05,12009.948237,0.205603
medium,91,20260493,-7971.9415,-7508.2,28,461,0.9486,562.0,False,800,0.000159,7725.910701,0.218188
medium,92,20260494,-7704.4931,-7256.72,31,455,0.9362,674.6,False,800,0.000103,15103.667046,0.248734
medium,93,20260495,-7438.8433,-7043.23,46,441,0.9074,930.6,False,800,0.000434,12139.966987,0.234637
medium,94,20260496,-7392.6761,-6938.69,36,454,0.9342,745.6,False,800,-0.000862,8618.543745,0.204789
medium,95,20260497,-7552.0757,-7117.42,40,449,0.9239,851.8,False,800,-0.000305,9786.495298,0.198506
medium,96,20260498,-7827.4498,-7358.16,29,459,0.9444,667.4,False,800,-0.000383,9331.488872,0.201275
medium,97,20260499,-7726.3199,-7261.03,35,456,0.9383,741.2,False,800,4.7e-05,12024.239189,0.218693
medium,98,20260500,-8163.0768,-7685.07,26,463,0.9527,537.6,False,800,0.000363,8045.888918,0.218538
medium,99,20260501,-7703.3577,-7242.19,26,456,0.9383,553.4,False,800,-0.001202,6834.012339,0.206649
medium,100,20260502,-7584.8896,-7126.47,31,456,0.9383,586.6,False,800,-0.000613,9320.397354,0.189649
