strategy,rounds,failure_count,failure_rate,total_score_mean,total_score_std,total_score_min,total_score_max,completed_tasks_mean,completed_tasks_std,completed_tasks_min,completed_tasks_max,total_tasks_mean,total_tasks_std,total_tasks_min,total_tasks_max,overdue_tasks_mean,overdue_tasks_std,overdue_tasks_min,overdue_tasks_max,timeout_rate_mean,timeout_rate_std,timeout_rate_min,timeout_rate_max,total_distance_mean,total_distance_std,total_distance_min,total_distance_max,completion_rate_mean,completion_rate_std,completion_rate_min,completion_rate_max
genetic_hyper_extra_trained,5,0,0.0,1556.66,1785.1731,-1631.17,3387.4,223.0,7.1274,213.0,233.0,486.0,0.0,486.0,486.0,287.6,7.6577,275.0,297.0,0.5918,0.0158,0.5658,0.6111,3419.96,22.6167,3391.3,3443.8,0.4589,0.0146,0.4383,0.4794
