experiment,generation,candidate,fitness,strategy,rounds,failure_count,failure_rate,total_score_mean,total_score_std,total_score_min,total_score_max,completed_tasks_mean,completed_tasks_std,completed_tasks_min,completed_tasks_max,total_tasks_mean,total_tasks_std,total_tasks_min,total_tasks_max,overdue_tasks_mean,overdue_tasks_std,overdue_tasks_min,overdue_tasks_max,timeout_rate_mean,timeout_rate_std,timeout_rate_min,timeout_rate_max,total_distance_mean,total_distance_std,total_distance_min,total_distance_max,completion_rate_mean,completion_rate_std,completion_rate_min,completion_rate_max
random_traffic,2,8,6184.94,genetic_hyper_extra_training,2,0,0.0,5837.11,1457.81,4379.3,7294.92,161.0,0.0,161.0,161.0,162.0,0.0,162.0,162.0,20.5,5.5,15.0,26.0,0.1265,0.034,0.0926,0.1605,3223.55,150.25,3073.3,3373.8,0.9938,0.0,0.9938,0.9938
random_traffic,3,1,6829.765,genetic_hyper_extra_training,2,0,0.0,6480.85,1343.15,5137.7,7824.0,161.5,0.5,161.0,162.0,162.0,0.0,162.0,162.0,18.0,7.0,11.0,25.0,0.1111,0.0432,0.0679,0.1543,3232.5,146.9,3085.6,3379.4,0.9969,0.0031,0.9938,1.0
random_traffic,3,2,6682.085,genetic_hyper_extra_training,2,0,0.0,6332.085,1216.505,5115.58,7548.59,162.0,0.0,162.0,162.0,162.0,0.0,162.0,162.0,17.5,2.5,15.0,20.0,0.1081,0.0154,0.0926,0.1235,3230.1,145.1,3085.0,3375.2,1.0,0.0,1.0,1.0
random_traffic,3,3,6682.215,genetic_hyper_extra_training,2,0,0.0,6332.215,1194.515,5137.7,7526.73,162.0,0.0,162.0,162.0,162.0,0.0,162.0,162.0,18.0,7.0,11.0,25.0,0.1111,0.0432,0.0679,0.1543,3229.55,149.85,3079.7,3379.4,1.0,0.0,1.0,1.0
random_traffic,3,4,6682.085,genetic_hyper_extra_training,2,0,0.0,6332.085,1216.505,5115.58,7548.59,162.0,0.0,162.0,162.0,162.0,0.0,162.0,162.0,17.5,2.5,15.0,20.0,0.1081,0.0154,0.0926,0.1235,3230.1,145.1,3085.0,3375.2,1.0,0.0,1.0,1.0
random_traffic,3,5,6396.66,genetic_hyper_extra_training,2,0,0.0,6047.745,645.455,5402.29,6693.2,161.5,0.5,161.0,162.0,162.0,0.0,162.0,162.0,19.5,1.5,18.0,21.0,0.1203,0.0092,0.1111,0.1296,3186.6,133.7,3052.9,3320.3,0.9969,0.0031,0.9938,1.0
random_traffic,3,6,6232.735,genetic_hyper_extra_training,2,0,0.0,5883.82,1067.11,4816.71,6950.93,161.5,0.5,161.0,162.0,162.0,0.0,162.0,162.0,21.0,5.0,16.0,26.0,0.1296,0.0309,0.0988,0.1605,3196.5,153.8,3042.7,3350.3,0.9969,0.0031,0.9938,1.0
random_traffic,3,7,6740.84,genetic_hyper_extra_training,2,0,0.0,6391.925,1276.345,5115.58,7668.27,161.5,0.5,161.0,162.0,162.0,0.0,162.0,162.0,15.5,4.5,11.0,20.0,0.0957,0.0278,0.0679,0.1235,3201.1,174.1,3027.0,3375.2,0.9969,0.0031,0.9938,1.0
random_traffic,3,8,6592.02,genetic_hyper_extra_training,2,0,0.0,6242.02,775.61,5466.41,7017.63,162.0,0.0,162.0,162.0,162.0,0.0,162.0,162.0,18.0,2.0,16.0,20.0,0.1111,0.0123,0.0988,0.1235,3219.8,140.6,3079.2,3360.4,1.0,0.0,1.0,1.0
random_traffic,4,1,6829.765,genetic_hyper_extra_training,2,0,0.0,6480.85,1343.15,5137.7,7824.0,161.5,0.5,161.0,162.0,162.0,0.0,162.0,162.0,18.0,7.0,11.0,25.0,0.1111,0.0432,0.0679,0.1543,3232.5,146.9,3085.6,3379.4,0.9969,0.0031,0.9938,1.0
random_traffic,4,2,6740.84,genetic_hyper_extra_training,2,0,0.0,6391.925,1276.345,5115.58,7668.27,161.5,0.5,161.0,162.0,162.0,0.0,162.0,162.0,15.5,4.5,11.0,20.0,0.0957,0.0278,0.0679,0.1235,3201.1,174.1,3027.0,3375.2,0.9969,0.0031,0.9938,1.0
random_traffic,4,3,6672.925,genetic_hyper_extra_training,2,0,0.0,6325.095,1066.085,5259.01,7391.18,161.0,0.0,161.0,161.0,162.0,0.0,162.0,162.0,20.0,5.0,15.0,25.0,0.1235,0.0308,0.0926,0.1543,3210.965,140.565,3070.4,3351.53,0.9938,0.0,0.9938,0.9938
random_traffic,4,4,6740.84,genetic_hyper_extra_training,2,0,0.0,6391.925,1276.345,5115.58,7668.27,161.5,0.5,161.0,162.0,162.0,0.0,162.0,162.0,15.5,4.5,11.0,20.0,0.0957,0.0278,0.0679,0.1235,3201.1,174.1,3027.0,3375.2,0.9969,0.0031,0.9938,1.0
random_traffic,4,5,6843.295,genetic_hyper_extra_training,2,0,0.0,6494.38,1356.68,5137.7,7851.06,161.5,0.5,161.0,162.0,162.0,0.0,162.0,162.0,18.0,7.0,11.0,25.0,0.1111,0.0432,0.0679,0.1543,3233.5,145.9,3087.6,3379.4,0.9969,0.0031,0.9938,1.0
random_traffic,4,6,6712.755,genetic_hyper_extra_training,2,0,0.0,6362.755,883.865,5478.89,7246.62,162.0,0.0,162.0,162.0,162.0,0.0,162.0,162.0,17.5,1.5,16.0,19.0,0.1081,0.0093,0.0988,0.1173,3231.7,142.6,3089.1,3374.3,1.0,0.0,1.0,1.0
random_traffic,4,7,6666.015,genetic_hyper_extra_training,2,0,0.0,6317.1,1139.73,5177.37,7456.83,161.5,0.5,161.0,162.0,162.0,0.0,162.0,162.0,19.0,5.0,14.0,24.0,0.1173,0.0309,0.0864,0.1481,3224.635,141.435,3083.2,3366.07,0.9969,0.0031,0.9938,1.0
random_traffic,4,8,6682.215,genetic_hyper_extra_training,2,0,0.0,6332.215,1194.515,5137.7,7526.73,162.0,0.0,162.0,162.0,162.0,0.0,162.0,162.0,18.0,7.0,11.0,25.0,0.1111,0.0432,0.0679,0.1543,3229.55,149.85,3079.7,3379.4,1.0,0.0,1.0,1.0
random_traffic,5,1,6843.295,genetic_hyper_extra_training,2,0,0.0,6494.38,1356.68,5137.7,7851.06,161.5,0.5,161.0,162.0,162.0,0.0,162.0,162.0,18.0,7.0,11.0,25.0,0.1111,0.0432,0.0679,0.1543,3233.5,145.9,3087.6,3379.4,0.9969,0.0031,0.9938,1.0
random_traffic,5,2,6829.765,genetic_hyper_extra_training,2,0,0.0,6480.85,1343.15,5137.7,7824.0,161.5,0.5,161.0,162.0,162.0,0.0,162.0,162.0,18.0,7.0,11.0,25.0,0.1111,0.0432,0.0679,0.1543,3232.5,146.9,3085.6,3379.4,0.9969,0.0031,0.9938,1.0
random_traffic,5,3,6457.7,genetic_hyper_extra_training,2,0,0.0,6108.785,1614.135,4494.65,7722.92,161.5,0.5,161.0,162.0,162.0,0.0,162.0,162.0,19.5,5.5,14.0,25.0,0.1203,0.0339,0.0864,0.1543,3216.25,159.95,3056.3,3376.2,0.9969,0.0031,0.9938,1.0
random_traffic,5,4,6068.86,genetic_hyper_extra_training,2,0,0.0,5718.86,1761.68,3957.18,7480.54,162.0,0.0,162.0,162.0,162.0,0.0,162.0,162.0,20.5,6.5,14.0,27.0,0.1265,0.0401,0.0864,0.1667,3217.9,132.7,3085.2,3350.6,1.0,0.0,1.0,1.0
random_traffic,5,5,6277.675,genetic_hyper_extra_training,2,0,0.0,5928.76,1340.18,4588.58,7268.94,161.5,0.5,161.0,162.0,162.0,0.0,162.0,162.0,19.5,5.5,14.0,25.0,0.1203,0.0339,0.0864,0.1543,3215.9,161.5,3054.4,3377.4,0.9969,0.0031,0.9938,1.0
random_traffic,5,6,6829.765,genetic_hyper_extra_training,2,0,0.0,6480.85,1343.15,5137.7,7824.0,161.5,0.5,161.0,162.0,162.0,0.0,162.0,162.0,18.0,7.0,11.0,25.0,0.1111,0.0432,0.0679,0.1543,3232.5,146.9,3085.6,3379.4,0.9969,0.0031,0.9938,1.0
random_traffic,5,7,6475.59,genetic_hyper_extra_training,2,0,0.0,6126.675,1405.905,4720.77,7532.58,161.5,0.5,161.0,162.0,162.0,0.0,162.0,162.0,20.5,5.5,15.0,26.0,0.1265,0.034,0.0926,0.1605,3224.65,152.75,3071.9,3377.4,0.9969,0.0031,0.9938,1.0
random_traffic,5,8,6405.435,genetic_hyper_extra_training,2,0,0.0,6055.435,1270.155,4785.28,7325.59,162.0,0.0,162.0,162.0,162.0,0.0,162.0,162.0,20.5,4.5,16.0,25.0,0.1265,0.0277,0.0988,0.1543,3232.15,143.05,3089.1,3375.2,1.0,0.0,1.0,1.0
