scale,strategy,rounds,failure_count,failure_rate,total_score_mean,total_score_std,total_score_min,total_score_max,completed_tasks_mean,completed_tasks_std,completed_tasks_min,completed_tasks_max,total_tasks_mean,total_tasks_std,total_tasks_min,total_tasks_max,overdue_tasks_mean,overdue_tasks_std,overdue_tasks_min,overdue_tasks_max,timeout_rate_mean,timeout_rate_std,timeout_rate_min,timeout_rate_max,total_distance_mean,total_distance_std,total_distance_min,total_distance_max,completion_rate_mean,completion_rate_std,completion_rate_min,completion_rate_max
medium,genetic_hyper,5,0,0.0,-375.318,1214.8829,-2476.6,723.79,227.2,5.4185,221.0,237.0,486.0,0.0,486.0,486.0,290.6,4.4091,287.0,299.0,0.5979,0.0091,0.5905,0.6152,3443.0,25.3329,3404.5,3474.8,0.4675,0.0112,0.4547,0.4877
medium,energy_aware_alns,5,0,0.0,-12435.988,6740.0263,-19520.82,-1691.0,230.0,18.7936,210.0,262.0,486.0,0.0,486.0,486.0,372.4,34.4593,321.0,413.0,0.7662,0.0709,0.6605,0.8498,3547.82,84.6869,3414.7,3667.4,0.4733,0.0387,0.4321,0.5391
medium,time_first_bundle,5,0,0.0,653.426,1526.3492,-1854.81,2893.83,223.2,6.6151,215.0,234.0,486.0,0.0,486.0,486.0,290.2,6.1123,282.0,299.0,0.5971,0.0126,0.5802,0.6152,3435.8,45.5208,3385.2,3514.0,0.4593,0.0136,0.4424,0.4815
medium,max_weight,5,0,0.0,-1533.56,609.5283,-2119.77,-716.53,173.4,5.1225,164.0,178.0,486.0,0.0,486.0,486.0,346.0,5.9666,338.0,356.0,0.7119,0.0123,0.6955,0.7325,3708.48,35.4754,3657.5,3740.7,0.3568,0.0106,0.3374,0.3663
medium,nearest_task,5,0,0.0,3958.21,1533.6495,1619.09,6030.74,230.4,5.5353,222.0,237.0,486.0,0.0,486.0,486.0,286.2,8.0846,275.0,298.0,0.5889,0.0167,0.5658,0.6132,3397.64,25.6242,3358.6,3434.2,0.4741,0.0114,0.4568,0.4877
medium,mappo,5,0,0.0,-8593.2,66.9639,-8676.0,-8496.0,0.0,0.0,0.0,0.0,486.0,0.0,486.0,486.0,477.4,3.7202,472.0,482.0,0.9823,0.0077,0.9712,0.9918,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
