stage,episode,seed,episode_reward,total_score,completed_tasks,overdue_tasks,timeout_rate,total_distance,simulation_failed,steps,actor_loss,critic_loss,entropy
medium,25,20260427,5693.9632,5592.34,148,33,0.2037,3140.7,False,800,-0.001263,4153.384219,0.057657
medium,26,20260428,7178.8618,7074.66,158,18,0.1111,3088.0,False,800,-0.00095,9504.478025,0.057943
medium,27,20260429,7278.533,7189.44,158,21,0.1296,3070.8,False,800,-0.001075,6839.600635,0.051744
medium,28,20260430,3303.4511,3216.63,149,57,0.3519,3003.3,False,800,-0.000387,6862.5427,0.053598
medium,29,20260431,7273.7939,7177.25,158,17,0.1049,3022.6,False,800,-0.00014,10708.638394,0.049685
medium,30,20260432,7821.8928,7753.71,151,20,0.1235,3005.4,False,800,-0.000344,3099.327845,0.059575
medium,31,20260433,2930.5601,2862.13,152,55,0.3395,3119.3,False,800,-0.000534,3877.273979,0.0516
medium,32,20260434,701.1662,615.11,155,77,0.4753,3073.6,False,800,-0.000474,5822.619204,0.04464
medium,33,20260435,3386.4176,3322.45,146,58,0.358,2993.2,False,800,-0.000422,6871.445508,0.061897
medium,34,20260436,3457.6971,3394.54,156,56,0.3457,3063.4,False,800,-0.00053,7885.694551,0.051423
medium,35,20260437,2305.0902,2217.19,155,65,0.4012,3038.9,False,800,-0.000217,5898.591116,0.04996
medium,36,20260438,2149.9144,2055.2,140,64,0.3951,3151.3,False,800,-0.00018,8269.008101,0.038815
medium,37,20260439,6004.9913,5925.31,147,34,0.2099,3117.0,False,800,-0.000256,5558.161121,0.045733
medium,38,20260440,6038.5154,5955.61,145,36,0.2222,3087.3,False,800,-0.000814,4387.142485,0.050317
medium,39,20260441,8608.0284,8553.82,159,12,0.0741,2949.4,False,800,-0.000483,9527.416648,0.057265
medium,40,20260442,223.3043,163.8,146,84,0.5185,2959.7,False,800,-0.000257,6947.782646,0.062507
medium,41,20260443,6224.3513,6123.92,155,31,0.1914,3127.7,False,800,-0.000326,7233.793525,0.037888
medium,42,20260444,-82.2881,-175.51,139,88,0.5432,3097.3,False,800,-0.000207,5116.448728,0.045916
medium,43,20260445,7681.4312,7591.21,157,12,0.0741,2996.8,False,800,-0.000552,6520.266064,0.04252
medium,44,20260446,-2686.6735,-2769.81,148,104,0.642,3074.5,False,800,-0.000107,7878.049036,0.047953
medium,45,20260447,7160.087,7075.98,154,25,0.1543,3004.3,False,800,-6e-05,4756.277976,0.055257
medium,46,20260448,672.2313,575.49,145,79,0.4877,3077.2,False,800,-0.000344,6989.385669,0.042342
medium,47,20260449,7107.7758,7045.55,152,28,0.1728,2913.4,False,800,-0.000302,3256.589833,0.061132
medium,48,20260450,7431.8282,7331.65,154,21,0.1296,3021.2,False,800,-0.000532,7808.033677,0.043465
medium,49,20260451,1302.8227,1226.66,148,68,0.4198,3082.3,False,800,-0.000136,6566.677349,0.044134
medium,50,20260452,421.0377,327.35,148,75,0.463,3170.2,False,800,-0.000729,5420.768384,0.044934
medium,51,20260453,383.0198,313.46,147,79,0.4877,2972.3,False,800,-0.000464,7824.104238,0.055909
medium,52,20260454,4416.2343,4362.37,146,41,0.2531,2962.2,False,800,-0.001242,6338.984348,0.064768
medium,53,20260455,791.3513,713.39,150,71,0.4383,3155.8,False,800,-0.000687,5729.381599,0.040914
medium,54,20260456,3708.0593,3627.22,151,49,0.3025,3115.7,False,800,-0.000583,5586.540313,0.044863
medium,55,20260457,3050.7053,2972.87,152,53,0.3272,3149.9,False,800,-0.000237,9044.245903,0.03047
medium,56,20260458,1805.8579,1724.79,154,59,0.3642,3116.3,False,800,-0.000229,6287.614902,0.035329
medium,57,20260459,1869.3838,1790.93,146,67,0.4136,3093.3,False,800,-0.000215,8789.689585,0.037359
medium,58,20260460,5139.8344,5074.07,153,36,0.2222,3034.8,False,800,-0.000531,7266.324736,0.044606
medium,59,20260461,4709.7292,4628.67,152,37,0.2284,3138.9,False,800,-0.000481,4855.019304,0.037711
medium,60,20260462,5094.4138,5033.22,154,31,0.1914,3137.9,False,800,-0.000418,6548.986011,0.03255
medium,61,20260463,7738.9294,7690.38,158,17,0.1049,3035.5,False,800,-0.000208,5188.46595,0.04601
medium,62,20260464,-611.9471,-682.18,147,89,0.5494,3036.9,False,800,-0.000594,6251.088477,0.037169
medium,63,20260465,1240.1386,1176.88,146,75,0.463,3118.0,False,800,-0.000375,5023.11165,0.034996
medium,64,20260466,-2315.9851,-2388.13,148,95,0.5864,3123.3,False,800,-0.000779,7520.010513,0.033015
medium,65,20260467,7053.0155,7008.19,160,13,0.0802,3037.8,False,800,-0.000365,11512.787778,0.03256
medium,66,20260468,4487.584,4413.93,153,45,0.2778,3112.5,False,800,-0.00014,4490.823708,0.034313
medium,67,20260469,419.4753,382.61,150,76,0.4691,2989.1,False,800,-0.00022,5871.299644,0.043558
medium,68,20260470,1869.937,1813.54,145,69,0.4259,3089.5,False,800,-0.000599,5864.796543,0.037146
medium,69,20260471,2035.7438,1962.99,151,65,0.4012,3074.2,False,800,-0.000353,6081.761201,0.042454
medium,70,20260472,8690.959,8630.47,158,10,0.0617,3075.2,False,800,-0.000784,5011.708049,0.03165
medium,71,20260473,3035.2892,2989.34,147,61,0.3765,3021.1,False,800,-0.000591,5277.944504,0.039757
medium,72,20260474,968.4228,902.76,151,74,0.4568,3067.7,False,800,-0.000107,5826.391223,0.034456
medium,73,20260475,7074.2726,7003.97,158,21,0.1296,3090.8,False,800,-0.0003,3843.260635,0.023438
medium,74,20260476,4652.7296,4600.53,157,41,0.2531,2929.6,False,800,-0.000445,4746.225146,0.038184
medium,75,20260477,7914.0223,7859.55,158,12,0.0741,3114.6,False,800,-0.000316,5335.310015,0.022847
medium,76,20260478,3382.2329,3318.93,152,50,0.3086,3029.0,False,800,-0.000413,5476.084854,0.027564
medium,77,20260479,6455.2456,6403.79,152,23,0.142,3122.8,False,800,-0.000385,5082.565898,0.021719
medium,78,20260480,2579.5041,2508.37,158,46,0.284,3076.6,False,800,-3e-05,7081.991401,0.026415
medium,79,20260481,98.3234,31.76,151,81,0.5,3148.3,False,800,-0.000682,4420.342849,0.017628
medium,80,20260482,4838.9699,4773.95,150,37,0.2284,3130.0,False,800,-0.000357,5458.411775,0.017366
medium,81,20260483,1642.843,1578.67,145,66,0.4074,3145.7,False,800,-0.000179,7918.608755,0.016741
medium,82,20260484,3636.1619,3589.98,150,47,0.2901,3106.1,False,800,-0.000213,6344.65791,0.024036
medium,83,20260485,4325.3743,4285.56,155,48,0.2963,3078.0,False,800,-0.000378,3359.421888,0.019869
medium,84,20260486,-351.3268,-363.87,142,86,0.5309,2945.2,False,800,-0.000233,5880.624653,0.023688
medium,85,20260487,2060.3545,2071.83,140,72,0.4444,2976.5,False,800,-0.000362,4419.818816,0.019335
medium,86,20260488,1693.4863,1629.77,147,69,0.4259,3104.9,False,800,-7.3e-05,4877.383049,0.011573
medium,87,20260489,407.2437,346.51,147,78,0.4815,3134.0,False,800,-0.000294,4832.288762,0.010423
medium,88,20260490,2470.6942,2431.34,147,58,0.358,2992.6,False,800,-0.000158,8365.428115,0.015596
medium,89,20260491,5131.3163,5114.41,154,42,0.2593,3014.1,False,800,-3e-05,3847.333713,0.01313
medium,90,20260492,-1219.9316,-1243.39,144,91,0.5617,3019.7,False,800,-6.7e-05,6053.197068,0.017381
medium,91,20260493,5465.4285,5438.16,149,41,0.2531,3048.1,False,800,-1.1e-05,4402.732424,0.015874
medium,92,20260494,2461.9212,2404.85,158,56,0.3457,3068.2,False,800,1.3e-05,6820.23689,0.011615
medium,93,20260495,6840.9694,6779.91,158,26,0.1605,3134.8,False,800,-0.000295,5841.730061,0.011538
medium,94,20260496,2082.3047,2060.72,150,70,0.4321,3029.1,False,800,-0.000312,4123.292981,0.014529
medium,95,20260497,8227.324,8186.86,158,12,0.0741,3051.1,False,800,-0.000167,6108.193071,0.015548
medium,96,20260498,3875.0001,3823.73,155,49,0.3025,3113.2,False,800,-0.000136,3827.723685,0.008241
medium,97,20260499,5226.1501,5161.37,157,30,0.1852,3009.5,False,800,-0.000106,6393.49686,0.006338
medium,98,20260500,5092.033,5047.78,155,39,0.2407,3020.9,False,800,-0.000269,3405.788545,0.011514
medium,99,20260501,2652.0032,2595.26,145,63,0.3889,3126.2,False,800,-7.7e-05,3188.885505,0.011537
medium,100,20260502,5617.1235,5580.28,157,40,0.2469,3085.6,False,800,-3.2e-05,2639.337467,0.015847
