tick,scale_name,candidate_task_count,candidate_vehicle_count,iteration_count,planning_time_ms,initial_score,best_score,score_improvement,initial_distance,best_distance,initial_lateness,best_lateness,initial_unassigned,best_unassigned,accepted_count,best_destroy,best_repair,destroy_weights,repair_weights
496,large,7,4,120,0.07,-56.0,-56.0,0.0,0.0,0.0,0.0,0.0,7,7,0,,,"[1.0, 1.0, 1.0, 1.0]","[1.0, 1.0, 1.0, 1.0]"
497,large,7,5,120,3.48,-33.78,-33.78,0.0,33.2,33.2,0.0,0.0,6,6,120,,,"[2.65, 2.6, 2.45, 2.3]","[2.55, 3.05, 2.3, 2.1]"
498,large,7,4,120,0.07,-56.0,-56.0,0.0,0.0,0.0,0.0,0.0,7,7,0,,,"[1.0, 1.0, 1.0, 1.0]","[1.0, 1.0, 1.0, 1.0]"
499,large,7,4,120,0.08,-56.0,-56.0,0.0,0.0,0.0,0.0,0.0,7,7,0,,,"[1.0, 1.0, 1.0, 1.0]","[1.0, 1.0, 1.0, 1.0]"
500,large,7,4,120,3.5,-33.15,-33.15,0.0,34.2,34.2,0.0,0.0,6,6,120,,,"[3.1, 2.55, 1.75, 2.6]","[2.2, 2.7, 2.7, 2.4]"
501,large,6,3,120,3.05,-28.94,-28.94,0.0,34.6,34.6,0.0,0.0,5,5,120,,,"[1.75, 2.7, 3.0, 2.55]","[2.6, 2.6, 2.65, 2.15]"
502,large,5,3,120,0.06,-40.0,-40.0,0.0,0.0,0.0,0.0,0.0,5,5,0,,,"[1.0, 1.0, 1.0, 1.0]","[1.0, 1.0, 1.0, 1.0]"
503,large,5,3,120,4.91,-19.95,-19.95,0.0,33.6,33.6,0.0,0.0,4,4,120,,,"[2.35, 2.25, 2.1, 3.3]","[2.6, 2.6, 2.3, 2.5]"
504,large,4,2,120,0.04,-32.0,-32.0,0.0,0.0,0.0,0.0,0.0,4,4,0,,,"[1.0, 1.0, 1.0, 1.0]","[1.0, 1.0, 1.0, 1.0]"
505,large,4,2,120,0.07,-32.0,-32.0,0.0,0.0,0.0,0.0,0.0,4,4,0,,,"[1.0, 1.0, 1.0, 1.0]","[1.0, 1.0, 1.0, 1.0]"
506,large,4,2,120,3.49,-75.13,-75.13,0.0,41.0,41.0,22.0,22.0,3,3,120,,,"[2.7, 2.55, 2.25, 2.5]","[2.5, 2.35, 2.2, 2.95]"
507,large,4,1,120,2.33,-15.83,-15.83,0.0,41.2,41.2,0.0,0.0,3,3,120,,,"[3.05, 1.7, 2.65, 2.6]","[2.1, 3.25, 2.3, 2.35]"
511,large,4,1,120,0.03,-32.0,-32.0,0.0,0.0,0.0,0.0,0.0,4,4,0,,,"[1.0, 1.0, 1.0, 1.0]","[1.0, 1.0, 1.0, 1.0]"
512,large,4,2,120,0.04,-32.0,-32.0,0.0,0.0,0.0,0.0,0.0,4,4,0,,,"[1.0, 1.0, 1.0, 1.0]","[1.0, 1.0, 1.0, 1.0]"
513,large,6,2,120,2.86,-21.71,-21.71,0.0,7.6,7.6,0.0,0.0,5,5,120,,,"[2.3, 2.4, 2.2, 3.1]","[2.75, 1.95, 2.1, 3.2]"
514,large,5,1,120,0.04,-40.0,-40.0,0.0,0.0,0.0,0.0,0.0,5,5,0,,,"[1.0, 1.0, 1.0, 1.0]","[1.0, 1.0, 1.0, 1.0]"
515,large,6,1,120,2.51,-24.03,-24.03,0.0,10.2,10.2,0.0,0.0,5,5,120,,,"[2.8, 2.55, 2.25, 2.4]","[2.45, 2.95, 1.85, 2.75]"
522,large,9,1,120,0.06,-72.0,-72.0,0.0,0.0,0.0,0.0,0.0,9,9,0,,,"[1.0, 1.0, 1.0, 1.0]","[1.0, 1.0, 1.0, 1.0]"
523,large,10,1,120,0.05,-80.0,-80.0,0.0,0.0,0.0,0.0,0.0,10,10,0,,,"[1.0, 1.0, 1.0, 1.0]","[1.0, 1.0, 1.0, 1.0]"
524,large,10,2,120,0.06,-80.0,-80.0,0.0,0.0,0.0,0.0,0.0,10,10,0,,,"[1.0, 1.0, 1.0, 1.0]","[1.0, 1.0, 1.0, 1.0]"
525,large,10,3,120,0.08,-80.0,-80.0,0.0,0.0,0.0,0.0,0.0,10,10,0,,,"[1.0, 1.0, 1.0, 1.0]","[1.0, 1.0, 1.0, 1.0]"
526,large,11,3,120,3.33,-64.32,-64.32,0.0,15.6,15.6,0.0,0.0,10,10,120,,,"[3.2, 2.25, 2.45, 2.1]","[2.6, 2.25, 2.25, 2.9]"
527,large,12,2,120,2.71,-74.19,-74.19,0.0,17.8,17.8,0.0,0.0,11,11,120,,,"[2.35, 2.6, 3.05, 2.0]","[2.3, 2.35, 3.05, 2.3]"
528,large,12,1,120,2.56,-73.49,-73.49,0.0,10.4,10.4,0.0,0.0,11,11,120,,,"[3.0, 3.1, 1.75, 2.15]","[2.35, 2.9, 2.3, 2.45]"
529,large,13,1,120,0.06,-104.0,-104.0,0.0,0.0,0.0,0.0,0.0,13,13,0,,,"[1.0, 1.0, 1.0, 1.0]","[1.0, 1.0, 1.0, 1.0]"
530,large,14,1,120,0.06,-112.0,-112.0,0.0,0.0,0.0,0.0,0.0,14,14,0,,,"[1.0, 1.0, 1.0, 1.0]","[1.0, 1.0, 1.0, 1.0]"
531,large,14,3,120,0.09,-112.0,-112.0,0.0,0.0,0.0,0.0,0.0,14,14,0,,,"[1.0, 1.0, 1.0, 1.0]","[1.0, 1.0, 1.0, 1.0]"
532,large,14,3,120,3.01,-88.56,-88.56,0.0,15.2,15.2,0.0,0.0,13,13,120,,,"[2.85, 2.95, 2.65, 1.55]","[1.95, 2.75, 2.8, 2.5]"
533,large,13,2,120,0.07,-104.0,-104.0,0.0,0.0,0.0,0.0,0.0,13,13,0,,,"[1.0, 1.0, 1.0, 1.0]","[1.0, 1.0, 1.0, 1.0]"
534,large,13,2,120,0.07,-104.0,-104.0,0.0,0.0,0.0,0.0,0.0,13,13,0,,,"[1.0, 1.0, 1.0, 1.0]","[1.0, 1.0, 1.0, 1.0]"
535,large,13,3,120,0.08,-104.0,-104.0,0.0,0.0,0.0,0.0,0.0,13,13,0,,,"[1.0, 1.0, 1.0, 1.0]","[1.0, 1.0, 1.0, 1.0]"
536,large,14,4,120,0.11,-112.0,-112.0,0.0,0.0,0.0,0.0,0.0,14,14,0,,,"[1.0, 1.0, 1.0, 1.0]","[1.0, 1.0, 1.0, 1.0]"
537,large,15,4,120,4.36,-72.77,-72.77,0.0,35.2,35.2,0.0,0.0,13,13,120,,,"[2.6, 2.25, 2.9, 2.25]","[2.2, 2.5, 2.65, 2.65]"
538,large,15,2,120,3.21,-97.34,-97.34,0.0,8.4,8.4,0.0,0.0,14,14,120,,,"[3.15, 1.85, 2.0, 3.0]","[2.45, 2.6, 2.55, 2.4]"
539,large,14,1,120,0.05,-112.0,-112.0,0.0,0.0,0.0,0.0,0.0,14,14,0,,,"[1.0, 1.0, 1.0, 1.0]","[1.0, 1.0, 1.0, 1.0]"
540,large,14,1,120,0.06,-112.0,-112.0,0.0,0.0,0.0,0.0,0.0,14,14,0,,,"[1.0, 1.0, 1.0, 1.0]","[1.0, 1.0, 1.0, 1.0]"
541,large,14,3,120,0.1,-112.0,-112.0,0.0,0.0,0.0,0.0,0.0,14,14,0,,,"[1.0, 1.0, 1.0, 1.0]","[1.0, 1.0, 1.0, 1.0]"
542,large,15,3,120,0.09,-120.0,-120.0,0.0,0.0,0.0,0.0,0.0,15,15,0,,,"[1.0, 1.0, 1.0, 1.0]","[1.0, 1.0, 1.0, 1.0]"
543,large,15,3,120,0.09,-120.0,-120.0,0.0,0.0,0.0,0.0,0.0,15,15,0,,,"[1.0, 1.0, 1.0, 1.0]","[1.0, 1.0, 1.0, 1.0]"
544,large,15,3,120,3.15,-150.84,-150.84,0.0,25.2,25.2,15.2,15.2,14,14,120,,,"[2.8, 2.25, 2.5, 2.45]","[2.15, 2.3, 2.8, 2.75]"
545,large,14,2,120,0.07,-112.0,-112.0,0.0,0.0,0.0,0.0,0.0,14,14,0,,,"[1.0, 1.0, 1.0, 1.0]","[1.0, 1.0, 1.0, 1.0]"
546,large,15,2,120,2.71,-129.76,-129.76,0.0,26.2,26.2,6.2,6.2,14,14,120,,,"[2.5, 2.6, 2.3, 2.6]","[2.45, 2.95, 1.8, 2.8]"
547,large,14,3,120,0.13,-112.0,-112.0,0.0,0.0,0.0,0.0,0.0,14,14,0,,,"[1.0, 1.0, 1.0, 1.0]","[1.0, 1.0, 1.0, 1.0]"
548,large,14,5,120,3.42,-89.89,-89.89,0.0,26.4,26.4,0.0,0.0,13,13,120,,,"[2.75, 2.4, 2.55, 2.3]","[2.3, 2.6, 2.0, 3.1]"
549,large,14,4,120,0.18,-112.0,-112.0,0.0,0.0,0.0,0.0,0.0,14,14,0,,,"[1.0, 1.0, 1.0, 1.0]","[1.0, 1.0, 1.0, 1.0]"
550,large,15,4,120,0.12,-120.0,-120.0,0.0,0.0,0.0,0.0,0.0,15,15,0,,,"[1.0, 1.0, 1.0, 1.0]","[1.0, 1.0, 1.0, 1.0]"
551,large,15,4,120,0.11,-120.0,-120.0,0.0,0.0,0.0,0.0,0.0,15,15,0,,,"[1.0, 1.0, 1.0, 1.0]","[1.0, 1.0, 1.0, 1.0]"
552,large,15,5,120,0.13,-120.0,-120.0,0.0,0.0,0.0,0.0,0.0,15,15,0,,,"[1.0, 1.0, 1.0, 1.0]","[1.0, 1.0, 1.0, 1.0]"
553,large,15,5,120,0.12,-120.0,-120.0,0.0,0.0,0.0,0.0,0.0,15,15,0,,,"[1.0, 1.0, 1.0, 1.0]","[1.0, 1.0, 1.0, 1.0]"
554,large,15,5,120,0.14,-120.0,-120.0,0.0,0.0,0.0,0.0,0.0,15,15,0,,,"[1.0, 1.0, 1.0, 1.0]","[1.0, 1.0, 1.0, 1.0]"
555,large,15,6,120,5.24,-77.42,-77.42,0.0,51.0,51.0,0.0,0.0,13,13,120,,,"[2.55, 2.7, 2.6, 2.15]","[3.05, 2.55, 1.8, 2.6]"
556,large,13,6,120,0.14,-104.0,-104.0,0.0,0.0,0.0,0.0,0.0,13,13,0,,,"[1.0, 1.0, 1.0, 1.0]","[1.0, 1.0, 1.0, 1.0]"
557,large,13,6,120,0.13,-104.0,-104.0,0.0,0.0,0.0,0.0,0.0,13,13,0,,,"[1.0, 1.0, 1.0, 1.0]","[1.0, 1.0, 1.0, 1.0]"
558,large,13,8,120,7.8,-116.52,-116.11,0.4,66.8,66.8,27.6,17.4,10,10,107,lateness,weight,"[1.8, 2.75, 2.8, 2.15]","[2.4, 2.45, 2.15, 2.5]"
559,large,10,6,120,0.11,-80.0,-80.0,0.0,0.0,0.0,0.0,0.0,10,10,0,,,"[1.0, 1.0, 1.0, 1.0]","[1.0, 1.0, 1.0, 1.0]"
560,large,11,6,120,0.12,-88.0,-88.0,0.0,0.0,0.0,0.0,0.0,11,11,0,,,"[1.0, 1.0, 1.0, 1.0]","[1.0, 1.0, 1.0, 1.0]"
561,large,11,6,120,0.11,-88.0,-88.0,0.0,0.0,0.0,0.0,0.0,11,11,0,,,"[1.0, 1.0, 1.0, 1.0]","[1.0, 1.0, 1.0, 1.0]"
562,large,12,6,120,3.62,-128.68,-128.68,0.0,33.6,33.6,15.6,15.6,11,11,120,,,"[2.35, 2.85, 2.3, 2.5]","[2.8, 2.65, 2.15, 2.4]"
563,large,11,5,120,0.1,-88.0,-88.0,0.0,0.0,0.0,0.0,0.0,11,11,0,,,"[1.0, 1.0, 1.0, 1.0]","[1.0, 1.0, 1.0, 1.0]"
564,large,11,5,120,0.1,-88.0,-88.0,0.0,0.0,0.0,0.0,0.0,11,11,0,,,"[1.0, 1.0, 1.0, 1.0]","[1.0, 1.0, 1.0, 1.0]"
565,large,11,7,120,0.12,-88.0,-88.0,0.0,0.0,0.0,0.0,0.0,11,11,0,,,"[1.0, 1.0, 1.0, 1.0]","[1.0, 1.0, 1.0, 1.0]"
566,large,12,7,120,0.13,-96.0,-96.0,0.0,0.0,0.0,0.0,0.0,12,12,0,,,"[1.0, 1.0, 1.0, 1.0]","[1.0, 1.0, 1.0, 1.0]"
567,large,12,7,120,0.13,-96.0,-96.0,0.0,0.0,0.0,0.0,0.0,12,12,0,,,"[1.0, 1.0, 1.0, 1.0]","[1.0, 1.0, 1.0, 1.0]"
568,large,12,7,120,4.68,-199.64,-199.64,0.0,41.0,41.0,50.0,50.0,11,11,120,,,"[2.8, 2.6, 2.65, 1.95]","[2.9, 1.95, 2.75, 2.4]"
569,large,12,6,120,6.98,-162.63,-118.22,44.41,90.4,49.4,44.6,23.6,9,10,120,related,weight,"[2.3, 2.0, 2.5, 3.35]","[2.1, 2.25, 3.1, 2.7]"
570,large,10,4,120,3.57,-63.36,-63.36,0.0,40.8,40.8,0.0,0.0,9,9,120,,,"[2.6, 2.65, 2.5, 2.25]","[2.6, 3.1, 2.55, 1.75]"
571,large,9,3,120,2.83,-120.41,-120.41,0.0,41.0,41.0,23.0,23.0,8,8,120,,,"[3.65, 2.0, 2.1, 2.25]","[2.1, 2.9, 2.5, 2.5]"
572,large,8,2,120,0.06,-64.0,-64.0,0.0,0.0,0.0,0.0,0.0,8,8,0,,,"[1.0, 1.0, 1.0, 1.0]","[1.0, 1.0, 1.0, 1.0]"
573,large,8,2,120,0.06,-64.0,-64.0,0.0,0.0,0.0,0.0,0.0,8,8,0,,,"[1.0, 1.0, 1.0, 1.0]","[1.0, 1.0, 1.0, 1.0]"
574,large,8,2,120,0.06,-64.0,-64.0,0.0,0.0,0.0,0.0,0.0,8,8,0,,,"[1.0, 1.0, 1.0, 1.0]","[1.0, 1.0, 1.0, 1.0]"
575,large,8,2,120,0.06,-64.0,-64.0,0.0,0.0,0.0,0.0,0.0,8,8,0,,,"[1.0, 1.0, 1.0, 1.0]","[1.0, 1.0, 1.0, 1.0]"
576,large,9,2,120,3.7,-49.21,-49.21,0.0,17.4,17.4,0.0,0.0,8,8,120,,,"[1.95, 2.05, 3.1, 2.9]","[2.45, 2.5, 2.75, 2.3]"
577,large,8,1,120,0.06,-64.0,-64.0,0.0,0.0,0.0,0.0,0.0,8,8,0,,,"[1.0, 1.0, 1.0, 1.0]","[1.0, 1.0, 1.0, 1.0]"
578,large,8,1,120,2.51,-126.23,-126.23,0.0,41.4,41.4,28.4,28.4,7,7,120,,,"[1.95, 2.6, 2.85, 2.6]","[2.75, 2.65, 2.55, 2.05]"
580,large,8,1,120,0.04,-64.0,-64.0,0.0,0.0,0.0,0.0,0.0,8,8,0,,,"[1.0, 1.0, 1.0, 1.0]","[1.0, 1.0, 1.0, 1.0]"
581,large,9,1,120,0.05,-72.0,-72.0,0.0,0.0,0.0,0.0,0.0,9,9,0,,,"[1.0, 1.0, 1.0, 1.0]","[1.0, 1.0, 1.0, 1.0]"
582,large,9,1,120,0.05,-72.0,-72.0,0.0,0.0,0.0,0.0,0.0,9,9,0,,,"[1.0, 1.0, 1.0, 1.0]","[1.0, 1.0, 1.0, 1.0]"
583,large,9,1,120,0.05,-72.0,-72.0,0.0,0.0,0.0,0.0,0.0,9,9,0,,,"[1.0, 1.0, 1.0, 1.0]","[1.0, 1.0, 1.0, 1.0]"
584,large,9,2,120,0.06,-72.0,-72.0,0.0,0.0,0.0,0.0,0.0,9,9,0,,,"[1.0, 1.0, 1.0, 1.0]","[1.0, 1.0, 1.0, 1.0]"
585,large,9,3,120,2.88,-54.38,-54.38,0.0,33.2,33.2,0.0,0.0,8,8,120,,,"[2.1, 2.6, 2.95, 2.35]","[2.55, 2.55, 2.2, 2.7]"
586,large,8,3,120,0.07,-64.0,-64.0,0.0,0.0,0.0,0.0,0.0,8,8,0,,,"[1.0, 1.0, 1.0, 1.0]","[1.0, 1.0, 1.0, 1.0]"
587,large,8,3,120,0.06,-64.0,-64.0,0.0,0.0,0.0,0.0,0.0,8,8,0,,,"[1.0, 1.0, 1.0, 1.0]","[1.0, 1.0, 1.0, 1.0]"
588,large,9,3,120,3.74,-47.76,-47.76,0.0,9.6,9.6,0.0,0.0,8,8,120,,,"[2.25, 2.6, 2.6, 2.55]","[2.35, 2.65, 2.1, 2.9]"
589,large,8,2,120,0.06,-64.0,-64.0,0.0,0.0,0.0,0.0,0.0,8,8,0,,,"[1.0, 1.0, 1.0, 1.0]","[1.0, 1.0, 1.0, 1.0]"
590,large,8,2,120,0.06,-64.0,-64.0,0.0,0.0,0.0,0.0,0.0,8,8,0,,,"[1.0, 1.0, 1.0, 1.0]","[1.0, 1.0, 1.0, 1.0]"
591,large,8,4,120,0.08,-64.0,-64.0,0.0,0.0,0.0,0.0,0.0,8,8,0,,,"[1.0, 1.0, 1.0, 1.0]","[1.0, 1.0, 1.0, 1.0]"
592,large,8,4,120,0.09,-64.0,-64.0,0.0,0.0,0.0,0.0,0.0,8,8,0,,,"[1.0, 1.0, 1.0, 1.0]","[1.0, 1.0, 1.0, 1.0]"
593,large,8,4,120,0.08,-64.0,-64.0,0.0,0.0,0.0,0.0,0.0,8,8,0,,,"[1.0, 1.0, 1.0, 1.0]","[1.0, 1.0, 1.0, 1.0]"
594,large,8,4,120,0.09,-64.0,-64.0,0.0,0.0,0.0,0.0,0.0,8,8,0,,,"[1.0, 1.0, 1.0, 1.0]","[1.0, 1.0, 1.0, 1.0]"
595,large,8,4,120,0.07,-64.0,-64.0,0.0,0.0,0.0,0.0,0.0,8,8,0,,,"[1.0, 1.0, 1.0, 1.0]","[1.0, 1.0, 1.0, 1.0]"
596,large,8,4,120,0.07,-64.0,-64.0,0.0,0.0,0.0,0.0,0.0,8,8,0,,,"[1.0, 1.0, 1.0, 1.0]","[1.0, 1.0, 1.0, 1.0]"
597,large,8,4,120,3.5,-47.55,-47.55,0.0,41.4,41.4,0.0,0.0,7,7,120,,,"[2.6, 2.1, 2.95, 2.35]","[2.65, 2.5, 2.05, 2.8]"
598,large,7,3,120,0.06,-56.0,-56.0,0.0,0.0,0.0,0.0,0.0,7,7,0,,,"[1.0, 1.0, 1.0, 1.0]","[1.0, 1.0, 1.0, 1.0]"
599,large,7,3,120,2.91,-138.22,-138.22,0.0,42.0,42.0,39.0,39.0,6,6,120,,,"[2.9, 2.5, 2.05, 2.55]","[2.75, 2.6, 2.05, 2.6]"
600,large,6,2,120,0.05,-48.0,-48.0,0.0,0.0,0.0,0.0,0.0,6,6,0,,,"[1.0, 1.0, 1.0, 1.0]","[1.0, 1.0, 1.0, 1.0]"
601,large,6,2,120,0.05,-48.0,-48.0,0.0,0.0,0.0,0.0,0.0,6,6,0,,,"[1.0, 1.0, 1.0, 1.0]","[1.0, 1.0, 1.0, 1.0]"
602,large,7,3,120,4.09,-35.31,-35.31,0.0,25.8,25.8,0.0,0.0,6,6,120,,,"[3.1, 1.85, 2.15, 2.9]","[2.65, 2.15, 2.0, 3.2]"
603,large,6,2,120,0.06,-48.0,-48.0,0.0,0.0,0.0,0.0,0.0,6,6,0,,,"[1.0, 1.0, 1.0, 1.0]","[1.0, 1.0, 1.0, 1.0]"
604,large,6,3,120,2.95,-129.98,-129.98,0.0,42.0,42.0,40.0,40.0,5,5,120,,,"[2.7, 2.45, 2.2, 2.65]","[2.75, 2.8, 2.2, 2.25]"
605,large,5,2,120,0.05,-40.0,-40.0,0.0,0.0,0.0,0.0,0.0,5,5,0,,,"[1.0, 1.0, 1.0, 1.0]","[1.0, 1.0, 1.0, 1.0]"
606,large,6,5,120,0.07,-48.0,-48.0,0.0,0.0,0.0,0.0,0.0,6,6,0,,,"[1.0, 1.0, 1.0, 1.0]","[1.0, 1.0, 1.0, 1.0]"
607,large,6,5,120,0.07,-48.0,-48.0,0.0,0.0,0.0,0.0,0.0,6,6,0,,,"[1.0, 1.0, 1.0, 1.0]","[1.0, 1.0, 1.0, 1.0]"
608,large,6,5,120,0.08,-48.0,-48.0,0.0,0.0,0.0,0.0,0.0,6,6,0,,,"[1.0, 1.0, 1.0, 1.0]","[1.0, 1.0, 1.0, 1.0]"
609,large,6,5,120,0.1,-48.0,-48.0,0.0,0.0,0.0,0.0,0.0,6,6,0,,,"[1.0, 1.0, 1.0, 1.0]","[1.0, 1.0, 1.0, 1.0]"
610,large,6,5,120,0.16,-48.0,-48.0,0.0,0.0,0.0,0.0,0.0,6,6,0,,,"[1.0, 1.0, 1.0, 1.0]","[1.0, 1.0, 1.0, 1.0]"
611,large,6,5,120,3.18,-52.08,-52.08,0.0,41.0,41.0,1.0,1.0,5,5,120,,,"[3.0, 2.3, 2.2, 2.5]","[2.55, 2.5, 2.45, 2.5]"
612,large,5,4,120,0.06,-40.0,-40.0,0.0,0.0,0.0,0.0,0.0,5,5,0,,,"[1.0, 1.0, 1.0, 1.0]","[1.0, 1.0, 1.0, 1.0]"
613,large,5,4,120,0.06,-40.0,-40.0,0.0,0.0,0.0,0.0,0.0,5,5,0,,,"[1.0, 1.0, 1.0, 1.0]","[1.0, 1.0, 1.0, 1.0]"
614,large,5,4,120,0.06,-40.0,-40.0,0.0,0.0,0.0,0.0,0.0,5,5,0,,,"[1.0, 1.0, 1.0, 1.0]","[1.0, 1.0, 1.0, 1.0]"
615,large,5,4,120,3.13,-171.75,-171.75,0.0,43.8,43.8,63.8,63.8,4,4,120,,,"[2.85, 2.35, 2.55, 2.25]","[2.5, 2.7, 2.55, 2.25]"
616,large,5,3,120,4.71,-16.91,-16.91,0.0,17.4,17.4,0.0,0.0,4,4,120,,,"[2.5, 2.55, 2.7, 2.25]","[2.15, 2.8, 2.65, 2.4]"
617,large,4,2,120,0.06,-32.0,-32.0,0.0,0.0,0.0,0.0,0.0,4,4,0,,,"[1.0, 1.0, 1.0, 1.0]","[1.0, 1.0, 1.0, 1.0]"
618,large,4,2,120,2.76,-199.71,-199.71,0.0,49.2,49.2,83.2,83.2,3,3,120,,,"[2.0, 3.6, 2.25, 2.15]","[2.25, 2.15, 2.35, 3.25]"
619,large,3,1,120,0.04,-24.0,-24.0,0.0,0.0,0.0,0.0,0.0,3,3,0,,,"[1.0, 1.0, 1.0, 1.0]","[1.0, 1.0, 1.0, 1.0]"
620,large,3,2,120,0.04,-24.0,-24.0,0.0,0.0,0.0,0.0,0.0,3,3,0,,,"[1.0, 1.0, 1.0, 1.0]","[1.0, 1.0, 1.0, 1.0]"
621,large,3,2,120,2.67,-56.48,-56.48,0.0,48.6,48.6,14.6,14.6,2,2,120,,,"[2.8, 2.5, 2.65, 2.05]","[2.45, 2.25, 2.5, 2.8]"
627,large,3,4,120,3.01,-2.66,-2.66,0.0,15.8,15.8,0.0,0.0,2,2,120,,,"[2.6, 2.6, 2.3, 2.5]","[3.2, 2.2, 2.5, 2.1]"
628,large,3,3,120,0.04,-24.0,-24.0,0.0,0.0,0.0,0.0,0.0,3,3,0,,,"[1.0, 1.0, 1.0, 1.0]","[1.0, 1.0, 1.0, 1.0]"
629,large,3,4,120,0.05,-24.0,-24.0,0.0,0.0,0.0,0.0,0.0,3,3,0,,,"[1.0, 1.0, 1.0, 1.0]","[1.0, 1.0, 1.0, 1.0]"
630,large,3,4,120,0.05,-24.0,-24.0,0.0,0.0,0.0,0.0,0.0,3,3,0,,,"[1.0, 1.0, 1.0, 1.0]","[1.0, 1.0, 1.0, 1.0]"
631,large,4,5,120,3.75,-9.98,-9.98,0.0,15.2,15.2,0.0,0.0,3,3,120,,,"[3.3, 1.6, 2.95, 2.15]","[2.4, 2.1, 2.2, 3.3]"
632,large,4,4,120,0.05,-32.0,-32.0,0.0,0.0,0.0,0.0,0.0,4,4,0,,,"[1.0, 1.0, 1.0, 1.0]","[1.0, 1.0, 1.0, 1.0]"
633,large,4,4,120,0.05,-32.0,-32.0,0.0,0.0,0.0,0.0,0.0,4,4,0,,,"[1.0, 1.0, 1.0, 1.0]","[1.0, 1.0, 1.0, 1.0]"
634,large,4,4,120,0.05,-32.0,-32.0,0.0,0.0,0.0,0.0,0.0,4,4,0,,,"[1.0, 1.0, 1.0, 1.0]","[1.0, 1.0, 1.0, 1.0]"
635,large,5,4,120,4.76,-15.96,-15.96,0.0,19.0,19.0,0.0,0.0,4,4,120,,,"[2.7, 2.0, 2.85, 2.45]","[2.15, 2.85, 2.35, 2.65]"
636,large,4,3,120,0.05,-32.0,-32.0,0.0,0.0,0.0,0.0,0.0,4,4,0,,,"[1.0, 1.0, 1.0, 1.0]","[1.0, 1.0, 1.0, 1.0]"
637,large,4,3,120,0.05,-32.0,-32.0,0.0,0.0,0.0,0.0,0.0,4,4,0,,,"[1.0, 1.0, 1.0, 1.0]","[1.0, 1.0, 1.0, 1.0]"
638,large,4,4,120,0.06,-32.0,-32.0,0.0,0.0,0.0,0.0,0.0,4,4,0,,,"[1.0, 1.0, 1.0, 1.0]","[1.0, 1.0, 1.0, 1.0]"
639,large,4,4,120,0.05,-32.0,-32.0,0.0,0.0,0.0,0.0,0.0,4,4,0,,,"[1.0, 1.0, 1.0, 1.0]","[1.0, 1.0, 1.0, 1.0]"
640,large,4,4,120,0.06,-32.0,-32.0,0.0,0.0,0.0,0.0,0.0,4,4,0,,,"[1.0, 1.0, 1.0, 1.0]","[1.0, 1.0, 1.0, 1.0]"
641,large,4,4,120,3.45,-15.66,-15.66,0.0,42.6,42.6,0.0,0.0,3,3,120,,,"[2.2, 2.5, 2.4, 2.9]","[2.6, 1.9, 3.05, 2.45]"
642,large,3,3,120,2.93,-7.62,-7.62,0.0,42.6,42.6,0.0,0.0,2,2,120,,,"[2.1, 2.85, 1.85, 3.2]","[2.25, 2.25, 2.15, 3.35]"
643,large,3,2,120,3.58,-2.46,-2.46,0.0,17.8,17.8,0.0,0.0,2,2,120,,,"[2.4, 2.1, 2.75, 2.75]","[2.45, 2.35, 2.45, 2.75]"
655,large,3,5,120,0.05,-24.0,-24.0,0.0,0.0,0.0,0.0,0.0,3,3,0,,,"[1.0, 1.0, 1.0, 1.0]","[1.0, 1.0, 1.0, 1.0]"
656,large,4,5,120,3.74,-8.52,-8.52,0.0,17.8,17.8,0.0,0.0,3,3,120,,,"[2.4, 2.8, 2.4, 2.4]","[2.75, 2.1, 2.65, 2.5]"
657,large,3,5,120,0.05,-24.0,-24.0,0.0,0.0,0.0,0.0,0.0,3,3,0,,,"[1.0, 1.0, 1.0, 1.0]","[1.0, 1.0, 1.0, 1.0]"
658,large,3,5,120,0.05,-24.0,-24.0,0.0,0.0,0.0,0.0,0.0,3,3,0,,,"[1.0, 1.0, 1.0, 1.0]","[1.0, 1.0, 1.0, 1.0]"
659,large,3,5,120,0.05,-24.0,-24.0,0.0,0.0,0.0,0.0,0.0,3,3,0,,,"[1.0, 1.0, 1.0, 1.0]","[1.0, 1.0, 1.0, 1.0]"
660,large,3,5,120,0.05,-24.0,-24.0,0.0,0.0,0.0,0.0,0.0,3,3,0,,,"[1.0, 1.0, 1.0, 1.0]","[1.0, 1.0, 1.0, 1.0]"
661,large,3,5,120,3.7,-2.39,-2.39,0.0,26.2,26.2,0.0,0.0,2,2,120,,,"[2.1, 3.25, 2.5, 2.15]","[3.25, 1.95, 1.9, 2.9]"
662,large,3,4,120,6.04,-0.38,-0.38,0.0,10.4,10.4,0.0,0.0,2,2,120,,,"[2.8, 2.5, 2.65, 2.05]","[2.75, 2.15, 2.55, 2.55]"
665,large,3,5,120,5.2,-2.48,-2.48,0.0,17.4,17.4,0.0,0.0,2,2,120,,,"[2.05, 3.0, 2.9, 2.05]","[2.85, 2.45, 2.1, 2.6]"
678,large,3,4,120,3.21,-3.2,-3.2,0.0,41.0,41.0,0.0,0.0,2,2,120,,,"[2.5, 2.65, 2.95, 1.9]","[2.45, 2.3, 3.0, 2.25]"
680,large,4,3,120,0.04,-32.0,-32.0,0.0,0.0,0.0,0.0,0.0,4,4,0,,,"[1.0, 1.0, 1.0, 1.0]","[1.0, 1.0, 1.0, 1.0]"
