tick,scale_name,candidate_task_count,candidate_vehicle_count,iteration_count,planning_time_ms,initial_score,best_score,score_improvement,initial_distance,best_distance,initial_lateness,best_lateness,initial_unassigned,best_unassigned,accepted_count,best_destroy,best_repair,destroy_weights,repair_weights
681,large,4,3,120,0.05,-32.0,-32.0,0.0,0.0,0.0,0.0,0.0,4,4,0,,,"[1.0, 1.0, 1.0, 1.0]","[1.0, 1.0, 1.0, 1.0]"
682,large,5,4,120,5.84,-18.78,-18.78,0.0,8.4,8.4,0.0,0.0,4,4,120,,,"[2.65, 2.35, 2.55, 2.45]","[2.15, 2.95, 2.9, 2.0]"
683,large,4,4,120,0.07,-32.0,-32.0,0.0,0.0,0.0,0.0,0.0,4,4,0,,,"[1.0, 1.0, 1.0, 1.0]","[1.0, 1.0, 1.0, 1.0]"
684,large,5,5,120,0.08,-40.0,-40.0,0.0,0.0,0.0,0.0,0.0,5,5,0,,,"[1.0, 1.0, 1.0, 1.0]","[1.0, 1.0, 1.0, 1.0]"
685,large,5,5,120,0.08,-40.0,-40.0,0.0,0.0,0.0,0.0,0.0,5,5,0,,,"[1.0, 1.0, 1.0, 1.0]","[1.0, 1.0, 1.0, 1.0]"
686,large,5,5,120,4.75,2.73,2.73,0.0,50.8,50.8,0.0,0.0,3,3,120,,,"[2.55, 2.8, 2.6, 2.05]","[2.55, 2.35, 2.5, 2.6]"
687,large,3,3,120,0.05,-24.0,-24.0,0.0,0.0,0.0,0.0,0.0,3,3,0,,,"[1.0, 1.0, 1.0, 1.0]","[1.0, 1.0, 1.0, 1.0]"
688,large,3,3,120,0.05,-24.0,-24.0,0.0,0.0,0.0,0.0,0.0,3,3,0,,,"[1.0, 1.0, 1.0, 1.0]","[1.0, 1.0, 1.0, 1.0]"
689,large,3,3,120,0.04,-24.0,-24.0,0.0,0.0,0.0,0.0,0.0,3,3,0,,,"[1.0, 1.0, 1.0, 1.0]","[1.0, 1.0, 1.0, 1.0]"
690,large,4,3,120,4.52,-8.7,-8.7,0.0,18.2,18.2,0.0,0.0,3,3,120,,,"[3.5, 2.15, 2.45, 1.9]","[2.35, 3.0, 2.15, 2.5]"
691,large,4,2,120,3.85,-8.25,-8.25,0.0,25.2,25.2,0.0,0.0,3,3,120,,,"[2.7, 2.8, 2.5, 2.0]","[2.3, 3.3, 2.05, 2.35]"
692,large,3,1,120,0.04,-24.0,-24.0,0.0,0.0,0.0,0.0,0.0,3,3,0,,,"[1.0, 1.0, 1.0, 1.0]","[1.0, 1.0, 1.0, 1.0]"
693,large,3,2,120,0.05,-24.0,-24.0,0.0,0.0,0.0,0.0,0.0,3,3,0,,,"[1.0, 1.0, 1.0, 1.0]","[1.0, 1.0, 1.0, 1.0]"
694,large,3,2,120,2.82,-6.25,-6.25,0.0,48.0,48.0,0.0,0.0,2,2,120,,,"[2.1, 1.95, 3.05, 2.9]","[1.7, 3.45, 2.45, 2.4]"
700,large,3,5,120,0.05,-24.0,-24.0,0.0,0.0,0.0,0.0,0.0,3,3,0,,,"[1.0, 1.0, 1.0, 1.0]","[1.0, 1.0, 1.0, 1.0]"
701,large,3,5,120,0.06,-24.0,-24.0,0.0,0.0,0.0,0.0,0.0,3,3,0,,,"[1.0, 1.0, 1.0, 1.0]","[1.0, 1.0, 1.0, 1.0]"
702,large,4,5,120,4.57,1.68,1.68,0.0,59.0,59.0,0.0,0.0,2,2,120,,,"[2.55, 2.5, 2.55, 2.4]","[2.65, 2.9, 2.3, 2.15]"
703,large,3,3,120,0.05,-24.0,-24.0,0.0,0.0,0.0,0.0,0.0,3,3,0,,,"[1.0, 1.0, 1.0, 1.0]","[1.0, 1.0, 1.0, 1.0]"
704,large,4,3,120,0.05,-32.0,-32.0,0.0,0.0,0.0,0.0,0.0,4,4,0,,,"[1.0, 1.0, 1.0, 1.0]","[1.0, 1.0, 1.0, 1.0]"
705,large,4,3,120,0.05,-32.0,-32.0,0.0,0.0,0.0,0.0,0.0,4,4,0,,,"[1.0, 1.0, 1.0, 1.0]","[1.0, 1.0, 1.0, 1.0]"
706,large,5,3,120,5.21,-17.55,-17.55,0.0,7.6,7.6,0.0,0.0,4,4,120,,,"[2.2, 2.5, 1.85, 3.45]","[2.85, 2.55, 2.3, 2.3]"
707,large,4,2,120,0.05,-32.0,-32.0,0.0,0.0,0.0,0.0,0.0,4,4,0,,,"[1.0, 1.0, 1.0, 1.0]","[1.0, 1.0, 1.0, 1.0]"
708,large,4,3,120,3.87,-40.08,-40.08,0.0,26.0,26.0,4.0,4.0,3,3,120,,,"[2.25, 2.5, 2.2, 3.05]","[2.65, 2.4, 3.0, 1.95]"
709,large,4,2,120,0.04,-32.0,-32.0,0.0,0.0,0.0,0.0,0.0,4,4,0,,,"[1.0, 1.0, 1.0, 1.0]","[1.0, 1.0, 1.0, 1.0]"
710,large,4,3,120,3.24,-11.28,-11.28,0.0,33.2,33.2,0.0,0.0,3,3,120,,,"[2.85, 2.5, 2.4, 2.25]","[2.55, 2.8, 2.35, 2.3]"
711,large,4,2,120,0.05,-32.0,-32.0,0.0,0.0,0.0,0.0,0.0,4,4,0,,,"[1.0, 1.0, 1.0, 1.0]","[1.0, 1.0, 1.0, 1.0]"
712,large,5,3,120,0.05,-40.0,-40.0,0.0,0.0,0.0,0.0,0.0,5,5,0,,,"[1.0, 1.0, 1.0, 1.0]","[1.0, 1.0, 1.0, 1.0]"
713,large,6,3,120,0.06,-48.0,-48.0,0.0,0.0,0.0,0.0,0.0,6,6,0,,,"[1.0, 1.0, 1.0, 1.0]","[1.0, 1.0, 1.0, 1.0]"
714,large,6,3,120,0.06,-48.0,-48.0,0.0,0.0,0.0,0.0,0.0,6,6,0,,,"[1.0, 1.0, 1.0, 1.0]","[1.0, 1.0, 1.0, 1.0]"
715,large,6,3,120,0.09,-48.0,-48.0,0.0,0.0,0.0,0.0,0.0,6,6,0,,,"[1.0, 1.0, 1.0, 1.0]","[1.0, 1.0, 1.0, 1.0]"
716,large,7,3,120,2.73,-36.95,-36.95,0.0,25.0,25.0,0.0,0.0,6,6,120,,,"[2.35, 2.35, 2.2, 3.1]","[2.5, 2.5, 3.15, 1.85]"
717,large,7,2,120,0.06,-56.0,-56.0,0.0,0.0,0.0,0.0,0.0,7,7,0,,,"[1.0, 1.0, 1.0, 1.0]","[1.0, 1.0, 1.0, 1.0]"
718,large,7,3,120,3.07,-34.7,-34.7,0.0,25.8,25.8,0.0,0.0,6,6,120,,,"[2.55, 2.35, 2.55, 2.55]","[2.8, 2.5, 1.95, 2.75]"
719,large,6,2,120,0.05,-48.0,-48.0,0.0,0.0,0.0,0.0,0.0,6,6,0,,,"[1.0, 1.0, 1.0, 1.0]","[1.0, 1.0, 1.0, 1.0]"
720,large,6,2,120,0.06,-48.0,-48.0,0.0,0.0,0.0,0.0,0.0,6,6,0,,,"[1.0, 1.0, 1.0, 1.0]","[1.0, 1.0, 1.0, 1.0]"
721,large,6,2,120,0.06,-48.0,-48.0,0.0,0.0,0.0,0.0,0.0,6,6,0,,,"[1.0, 1.0, 1.0, 1.0]","[1.0, 1.0, 1.0, 1.0]"
722,large,6,5,120,3.32,-28.22,-28.22,0.0,33.2,33.2,0.0,0.0,5,5,120,,,"[2.5, 3.05, 2.05, 2.4]","[2.75, 2.85, 2.2, 2.2]"
723,large,5,5,120,0.06,-40.0,-40.0,0.0,0.0,0.0,0.0,0.0,5,5,0,,,"[1.0, 1.0, 1.0, 1.0]","[1.0, 1.0, 1.0, 1.0]"
724,large,5,5,120,0.06,-40.0,-40.0,0.0,0.0,0.0,0.0,0.0,5,5,0,,,"[1.0, 1.0, 1.0, 1.0]","[1.0, 1.0, 1.0, 1.0]"
725,large,5,5,120,0.06,-40.0,-40.0,0.0,0.0,0.0,0.0,0.0,5,5,0,,,"[1.0, 1.0, 1.0, 1.0]","[1.0, 1.0, 1.0, 1.0]"
726,large,5,5,120,0.06,-40.0,-40.0,0.0,0.0,0.0,0.0,0.0,5,5,0,,,"[1.0, 1.0, 1.0, 1.0]","[1.0, 1.0, 1.0, 1.0]"
727,large,5,6,120,0.07,-40.0,-40.0,0.0,0.0,0.0,0.0,0.0,5,5,0,,,"[1.0, 1.0, 1.0, 1.0]","[1.0, 1.0, 1.0, 1.0]"
728,large,5,6,120,4.23,-22.21,-22.21,0.0,33.4,33.4,0.0,0.0,4,4,120,,,"[2.45, 2.25, 2.9, 2.4]","[2.95, 2.6, 2.3, 2.15]"
729,large,4,5,120,3.6,-9.03,-9.03,0.0,33.8,33.8,0.0,0.0,3,3,120,,,"[2.55, 2.95, 2.45, 2.05]","[2.55, 2.55, 2.3, 2.6]"
730,large,3,6,120,0.06,-24.0,-24.0,0.0,0.0,0.0,0.0,0.0,3,3,0,,,"[1.0, 1.0, 1.0, 1.0]","[1.0, 1.0, 1.0, 1.0]"
731,large,4,6,120,3.83,-35.24,-35.24,0.0,33.2,33.2,1.2,1.2,3,3,120,,,"[2.35, 2.2, 2.75, 2.7]","[2.3, 2.35, 3.5, 1.85]"
732,large,3,5,120,0.06,-24.0,-24.0,0.0,0.0,0.0,0.0,0.0,3,3,0,,,"[1.0, 1.0, 1.0, 1.0]","[1.0, 1.0, 1.0, 1.0]"
733,large,3,5,120,0.05,-24.0,-24.0,0.0,0.0,0.0,0.0,0.0,3,3,0,,,"[1.0, 1.0, 1.0, 1.0]","[1.0, 1.0, 1.0, 1.0]"
734,large,3,5,120,0.05,-24.0,-24.0,0.0,0.0,0.0,0.0,0.0,3,3,0,,,"[1.0, 1.0, 1.0, 1.0]","[1.0, 1.0, 1.0, 1.0]"
735,large,3,5,120,0.05,-24.0,-24.0,0.0,0.0,0.0,0.0,0.0,3,3,0,,,"[1.0, 1.0, 1.0, 1.0]","[1.0, 1.0, 1.0, 1.0]"
736,large,3,5,120,0.05,-24.0,-24.0,0.0,0.0,0.0,0.0,0.0,3,3,0,,,"[1.0, 1.0, 1.0, 1.0]","[1.0, 1.0, 1.0, 1.0]"
737,large,4,5,120,4.26,-15.1,-15.1,0.0,41.2,41.2,0.0,0.0,3,3,120,,,"[2.15, 3.0, 2.0, 2.85]","[1.95, 2.0, 2.85, 3.2]"
738,large,3,4,120,2.9,-106.1,-106.1,0.0,51.4,51.4,39.4,39.4,2,2,120,,,"[3.3, 2.75, 1.75, 2.2]","[2.85, 2.3, 2.7, 2.15]"
782,large,3,3,120,4.45,-1.5,-1.5,0.0,17.6,17.6,0.0,0.0,2,2,120,,,"[3.2, 1.95, 2.65, 2.2]","[2.85, 1.9, 2.65, 2.6]"
793,large,4,1,120,0.08,-32.0,-32.0,0.0,0.0,0.0,0.0,0.0,4,4,0,,,"[1.0, 1.0, 1.0, 1.0]","[1.0, 1.0, 1.0, 1.0]"
794,large,5,1,120,0.04,-40.0,-40.0,0.0,0.0,0.0,0.0,0.0,5,5,0,,,"[1.0, 1.0, 1.0, 1.0]","[1.0, 1.0, 1.0, 1.0]"
795,large,5,1,120,0.04,-40.0,-40.0,0.0,0.0,0.0,0.0,0.0,5,5,0,,,"[1.0, 1.0, 1.0, 1.0]","[1.0, 1.0, 1.0, 1.0]"
796,large,6,1,120,2.22,-26.27,-26.27,0.0,17.8,17.8,0.0,0.0,5,5,120,,,"[3.05, 2.35, 2.05, 2.55]","[2.75, 2.5, 3.1, 1.65]"
798,large,5,1,120,2.32,-21.59,-21.59,0.0,41.0,41.0,0.0,0.0,4,4,120,,,"[2.15, 2.9, 3.0, 1.95]","[2.25, 2.3, 3.25, 2.2]"
799,large,5,1,120,0.04,-40.0,-40.0,0.0,0.0,0.0,0.0,0.0,5,5,0,,,"[1.0, 1.0, 1.0, 1.0]","[1.0, 1.0, 1.0, 1.0]"
800,large,5,1,120,0.04,-40.0,-40.0,0.0,0.0,0.0,0.0,0.0,5,5,0,,,"[1.0, 1.0, 1.0, 1.0]","[1.0, 1.0, 1.0, 1.0]"
801,large,7,1,120,2.4,-33.74,-33.74,0.0,25.0,25.0,0.0,0.0,6,6,120,,,"[3.15, 2.2, 2.9, 1.75]","[2.0, 2.1, 2.6, 3.3]"
802,large,6,1,120,0.05,-48.0,-48.0,0.0,0.0,0.0,0.0,0.0,6,6,0,,,"[1.0, 1.0, 1.0, 1.0]","[1.0, 1.0, 1.0, 1.0]"
803,large,6,1,120,0.04,-48.0,-48.0,0.0,0.0,0.0,0.0,0.0,6,6,0,,,"[1.0, 1.0, 1.0, 1.0]","[1.0, 1.0, 1.0, 1.0]"
804,large,7,1,120,0.04,-56.0,-56.0,0.0,0.0,0.0,0.0,0.0,7,7,0,,,"[1.0, 1.0, 1.0, 1.0]","[1.0, 1.0, 1.0, 1.0]"
805,large,7,1,120,0.04,-56.0,-56.0,0.0,0.0,0.0,0.0,0.0,7,7,0,,,"[1.0, 1.0, 1.0, 1.0]","[1.0, 1.0, 1.0, 1.0]"
806,large,7,1,120,0.04,-56.0,-56.0,0.0,0.0,0.0,0.0,0.0,7,7,0,,,"[1.0, 1.0, 1.0, 1.0]","[1.0, 1.0, 1.0, 1.0]"
807,large,7,2,120,0.05,-56.0,-56.0,0.0,0.0,0.0,0.0,0.0,7,7,0,,,"[1.0, 1.0, 1.0, 1.0]","[1.0, 1.0, 1.0, 1.0]"
808,large,8,2,120,2.76,-44.02,-44.02,0.0,18.2,18.2,0.0,0.0,7,7,120,,,"[2.1, 2.95, 2.55, 2.4]","[2.6, 2.5, 2.7, 2.2]"
809,large,7,2,120,0.05,-56.0,-56.0,0.0,0.0,0.0,0.0,0.0,7,7,0,,,"[1.0, 1.0, 1.0, 1.0]","[1.0, 1.0, 1.0, 1.0]"
810,large,7,3,120,0.06,-56.0,-56.0,0.0,0.0,0.0,0.0,0.0,7,7,0,,,"[1.0, 1.0, 1.0, 1.0]","[1.0, 1.0, 1.0, 1.0]"
811,large,7,3,120,0.06,-56.0,-56.0,0.0,0.0,0.0,0.0,0.0,7,7,0,,,"[1.0, 1.0, 1.0, 1.0]","[1.0, 1.0, 1.0, 1.0]"
812,large,7,3,120,0.06,-56.0,-56.0,0.0,0.0,0.0,0.0,0.0,7,7,0,,,"[1.0, 1.0, 1.0, 1.0]","[1.0, 1.0, 1.0, 1.0]"
813,large,7,3,120,0.09,-56.0,-56.0,0.0,0.0,0.0,0.0,0.0,7,7,0,,,"[1.0, 1.0, 1.0, 1.0]","[1.0, 1.0, 1.0, 1.0]"
814,large,7,3,120,3.7,-34.77,-34.77,0.0,25.6,25.6,0.0,0.0,6,6,120,,,"[2.75, 2.35, 2.0, 2.9]","[3.45, 2.2, 2.2, 2.15]"
815,large,6,2,120,0.05,-48.0,-48.0,0.0,0.0,0.0,0.0,0.0,6,6,0,,,"[1.0, 1.0, 1.0, 1.0]","[1.0, 1.0, 1.0, 1.0]"
816,large,7,2,120,0.05,-56.0,-56.0,0.0,0.0,0.0,0.0,0.0,7,7,0,,,"[1.0, 1.0, 1.0, 1.0]","[1.0, 1.0, 1.0, 1.0]"
817,large,7,2,120,0.06,-56.0,-56.0,0.0,0.0,0.0,0.0,0.0,7,7,0,,,"[1.0, 1.0, 1.0, 1.0]","[1.0, 1.0, 1.0, 1.0]"
818,large,7,2,120,3.12,-89.1,-89.1,0.0,33.4,33.4,17.4,17.4,6,6,120,,,"[2.45, 3.15, 2.6, 1.8]","[3.05, 2.7, 2.15, 2.1]"
819,large,6,1,120,2.34,-29.27,-29.27,0.0,33.8,33.8,0.0,0.0,5,5,120,,,"[2.65, 2.2, 2.6, 2.55]","[2.2, 2.2, 2.35, 3.25]"
820,large,5,1,120,0.04,-40.0,-40.0,0.0,0.0,0.0,0.0,0.0,5,5,0,,,"[1.0, 1.0, 1.0, 1.0]","[1.0, 1.0, 1.0, 1.0]"
821,large,6,1,120,0.04,-48.0,-48.0,0.0,0.0,0.0,0.0,0.0,6,6,0,,,"[1.0, 1.0, 1.0, 1.0]","[1.0, 1.0, 1.0, 1.0]"
822,large,6,1,120,0.05,-48.0,-48.0,0.0,0.0,0.0,0.0,0.0,6,6,0,,,"[1.0, 1.0, 1.0, 1.0]","[1.0, 1.0, 1.0, 1.0]"
823,large,6,1,120,0.04,-48.0,-48.0,0.0,0.0,0.0,0.0,0.0,6,6,0,,,"[1.0, 1.0, 1.0, 1.0]","[1.0, 1.0, 1.0, 1.0]"
824,large,7,3,120,0.09,-56.0,-56.0,0.0,0.0,0.0,0.0,0.0,7,7,0,,,"[1.0, 1.0, 1.0, 1.0]","[1.0, 1.0, 1.0, 1.0]"
825,large,8,3,120,2.73,-38.88,-38.88,0.0,15.2,15.2,0.0,0.0,7,7,120,,,"[2.05, 3.1, 2.8, 2.05]","[2.55, 2.45, 2.5, 2.5]"
826,large,7,2,120,0.05,-56.0,-56.0,0.0,0.0,0.0,0.0,0.0,7,7,0,,,"[1.0, 1.0, 1.0, 1.0]","[1.0, 1.0, 1.0, 1.0]"
827,large,7,3,120,0.07,-56.0,-56.0,0.0,0.0,0.0,0.0,0.0,7,7,0,,,"[1.0, 1.0, 1.0, 1.0]","[1.0, 1.0, 1.0, 1.0]"
828,large,7,3,120,0.07,-56.0,-56.0,0.0,0.0,0.0,0.0,0.0,7,7,0,,,"[1.0, 1.0, 1.0, 1.0]","[1.0, 1.0, 1.0, 1.0]"
829,large,7,3,120,2.7,-36.16,-36.16,0.0,25.8,25.8,0.0,0.0,6,6,120,,,"[2.35, 2.5, 3.0, 2.15]","[1.65, 2.9, 2.9, 2.55]"
830,large,7,2,120,0.05,-56.0,-56.0,0.0,0.0,0.0,0.0,0.0,7,7,0,,,"[1.0, 1.0, 1.0, 1.0]","[1.0, 1.0, 1.0, 1.0]"
831,large,8,4,120,0.07,-64.0,-64.0,0.0,0.0,0.0,0.0,0.0,8,8,0,,,"[1.0, 1.0, 1.0, 1.0]","[1.0, 1.0, 1.0, 1.0]"
832,large,9,4,120,3.97,-51.15,-51.15,0.0,26.4,26.4,0.0,0.0,8,8,120,,,"[2.5, 2.25, 2.4, 2.85]","[2.05, 2.85, 2.7, 2.4]"
833,large,8,3,120,3.04,-44.34,-44.34,0.0,33.2,33.2,0.0,0.0,7,7,120,,,"[3.25, 1.9, 2.65, 2.2]","[2.15, 2.95, 2.85, 2.05]"
834,large,7,3,120,0.06,-56.0,-56.0,0.0,0.0,0.0,0.0,0.0,7,7,0,,,"[1.0, 1.0, 1.0, 1.0]","[1.0, 1.0, 1.0, 1.0]"
835,large,8,3,120,0.11,-64.0,-64.0,0.0,0.0,0.0,0.0,0.0,8,8,0,,,"[1.0, 1.0, 1.0, 1.0]","[1.0, 1.0, 1.0, 1.0]"
836,large,9,5,120,4.95,-26.84,-26.84,0.0,49.4,49.4,0.0,0.0,7,7,120,,,"[2.1, 2.35, 2.2, 3.35]","[2.5, 2.35, 3.05, 2.1]"
837,large,8,4,120,3.38,-39.44,-39.44,0.0,10.2,10.2,0.0,0.0,7,7,120,,,"[2.15, 2.75, 2.65, 2.45]","[1.8, 2.2, 2.55, 3.45]"
838,large,7,4,120,0.07,-56.0,-56.0,0.0,0.0,0.0,0.0,0.0,7,7,0,,,"[1.0, 1.0, 1.0, 1.0]","[1.0, 1.0, 1.0, 1.0]"
839,large,9,4,120,4.58,-61.6,-61.6,0.0,41.6,41.6,6.4,6.4,7,7,120,,,"[2.4, 2.2, 2.85, 2.55]","[2.3, 2.9, 1.75, 3.05]"
840,large,8,2,120,3.6,-40.67,-40.67,0.0,7.6,7.6,0.0,0.0,7,7,120,,,"[1.9, 2.85, 2.35, 2.9]","[2.9, 2.65, 2.55, 1.9]"
841,large,7,1,120,0.05,-56.0,-56.0,0.0,0.0,0.0,0.0,0.0,7,7,0,,,"[1.0, 1.0, 1.0, 1.0]","[1.0, 1.0, 1.0, 1.0]"
842,large,7,1,120,0.05,-56.0,-56.0,0.0,0.0,0.0,0.0,0.0,7,7,0,,,"[1.0, 1.0, 1.0, 1.0]","[1.0, 1.0, 1.0, 1.0]"
843,large,7,1,120,0.05,-56.0,-56.0,0.0,0.0,0.0,0.0,0.0,7,7,0,,,"[1.0, 1.0, 1.0, 1.0]","[1.0, 1.0, 1.0, 1.0]"
844,large,8,1,120,2.61,-42.49,-42.49,0.0,17.8,17.8,0.0,0.0,7,7,120,,,"[2.0, 2.7, 2.7, 2.6]","[3.65, 1.7, 2.6, 2.05]"
849,large,7,1,120,0.04,-56.0,-56.0,0.0,0.0,0.0,0.0,0.0,7,7,0,,,"[1.0, 1.0, 1.0, 1.0]","[1.0, 1.0, 1.0, 1.0]"
850,large,7,3,120,0.07,-56.0,-56.0,0.0,0.0,0.0,0.0,0.0,7,7,0,,,"[1.0, 1.0, 1.0, 1.0]","[1.0, 1.0, 1.0, 1.0]"
851,large,8,3,120,3.01,-45.13,-45.13,0.0,33.8,33.8,0.0,0.0,7,7,120,,,"[2.65, 1.9, 2.6, 2.85]","[2.15, 2.2, 2.5, 3.15]"
852,large,7,2,120,0.06,-56.0,-56.0,0.0,0.0,0.0,0.0,0.0,7,7,0,,,"[1.0, 1.0, 1.0, 1.0]","[1.0, 1.0, 1.0, 1.0]"
853,large,8,2,120,0.06,-64.0,-64.0,0.0,0.0,0.0,0.0,0.0,8,8,0,,,"[1.0, 1.0, 1.0, 1.0]","[1.0, 1.0, 1.0, 1.0]"
854,large,8,2,120,0.06,-64.0,-64.0,0.0,0.0,0.0,0.0,0.0,8,8,0,,,"[1.0, 1.0, 1.0, 1.0]","[1.0, 1.0, 1.0, 1.0]"
855,large,8,2,120,0.06,-64.0,-64.0,0.0,0.0,0.0,0.0,0.0,8,8,0,,,"[1.0, 1.0, 1.0, 1.0]","[1.0, 1.0, 1.0, 1.0]"
856,large,10,3,120,4.0,-55.72,-55.72,0.0,10.2,10.2,0.0,0.0,9,9,120,,,"[2.5, 2.4, 2.5, 2.6]","[2.55, 2.6, 2.25, 2.6]"
857,large,10,4,120,4.25,-56.58,-56.58,0.0,9.6,9.6,0.0,0.0,9,9,120,,,"[2.65, 1.95, 2.8, 2.6]","[2.15, 2.25, 2.2, 3.4]"
858,large,9,3,120,0.07,-72.0,-72.0,0.0,0.0,0.0,0.0,0.0,9,9,0,,,"[1.0, 1.0, 1.0, 1.0]","[1.0, 1.0, 1.0, 1.0]"
859,large,9,3,120,0.07,-72.0,-72.0,0.0,0.0,0.0,0.0,0.0,9,9,0,,,"[1.0, 1.0, 1.0, 1.0]","[1.0, 1.0, 1.0, 1.0]"
860,large,9,3,120,0.07,-72.0,-72.0,0.0,0.0,0.0,0.0,0.0,9,9,0,,,"[1.0, 1.0, 1.0, 1.0]","[1.0, 1.0, 1.0, 1.0]"
861,large,9,3,120,0.07,-72.0,-72.0,0.0,0.0,0.0,0.0,0.0,9,9,0,,,"[1.0, 1.0, 1.0, 1.0]","[1.0, 1.0, 1.0, 1.0]"
862,large,9,4,120,3.51,-49.98,-49.98,0.0,26.2,26.2,0.0,0.0,8,8,120,,,"[2.5, 2.7, 2.1, 2.7]","[3.1, 3.1, 1.9, 1.9]"
863,large,8,3,120,0.07,-64.0,-64.0,0.0,0.0,0.0,0.0,0.0,8,8,0,,,"[1.0, 1.0, 1.0, 1.0]","[1.0, 1.0, 1.0, 1.0]"
864,large,8,4,120,0.08,-64.0,-64.0,0.0,0.0,0.0,0.0,0.0,8,8,0,,,"[1.0, 1.0, 1.0, 1.0]","[1.0, 1.0, 1.0, 1.0]"
865,large,8,6,120,0.09,-64.0,-64.0,0.0,0.0,0.0,0.0,0.0,8,8,0,,,"[1.0, 1.0, 1.0, 1.0]","[1.0, 1.0, 1.0, 1.0]"
866,large,8,6,120,0.09,-64.0,-64.0,0.0,0.0,0.0,0.0,0.0,8,8,0,,,"[1.0, 1.0, 1.0, 1.0]","[1.0, 1.0, 1.0, 1.0]"
867,large,8,6,120,0.09,-64.0,-64.0,0.0,0.0,0.0,0.0,0.0,8,8,0,,,"[1.0, 1.0, 1.0, 1.0]","[1.0, 1.0, 1.0, 1.0]"
868,large,8,6,120,4.07,-203.16,-203.16,0.0,42.6,42.6,67.6,67.6,7,7,120,,,"[2.85, 2.35, 2.3, 2.5]","[3.0, 1.9, 2.1, 3.0]"
869,large,7,5,120,3.22,-104.35,-104.35,0.0,43.8,43.8,23.8,23.8,6,6,120,,,"[3.0, 2.7, 2.35, 1.95]","[2.05, 3.1, 2.0, 2.85]"
870,large,6,5,120,0.1,-48.0,-48.0,0.0,0.0,0.0,0.0,0.0,6,6,0,,,"[1.0, 1.0, 1.0, 1.0]","[1.0, 1.0, 1.0, 1.0]"
871,large,6,5,120,0.06,-48.0,-48.0,0.0,0.0,0.0,0.0,0.0,6,6,0,,,"[1.0, 1.0, 1.0, 1.0]","[1.0, 1.0, 1.0, 1.0]"
872,large,6,6,120,0.07,-48.0,-48.0,0.0,0.0,0.0,0.0,0.0,6,6,0,,,"[1.0, 1.0, 1.0, 1.0]","[1.0, 1.0, 1.0, 1.0]"
873,large,6,6,120,0.08,-48.0,-48.0,0.0,0.0,0.0,0.0,0.0,6,6,0,,,"[1.0, 1.0, 1.0, 1.0]","[1.0, 1.0, 1.0, 1.0]"
874,large,6,6,120,0.08,-48.0,-48.0,0.0,0.0,0.0,0.0,0.0,6,6,0,,,"[1.0, 1.0, 1.0, 1.0]","[1.0, 1.0, 1.0, 1.0]"
875,large,8,7,120,8.42,-19.59,-19.59,0.0,35.6,35.6,0.0,0.0,6,6,120,,,"[2.7, 2.0, 3.1, 2.2]","[2.5, 2.55, 2.25, 2.7]"
876,large,6,6,120,0.09,-48.0,-48.0,0.0,0.0,0.0,0.0,0.0,6,6,0,,,"[1.0, 1.0, 1.0, 1.0]","[1.0, 1.0, 1.0, 1.0]"
877,large,6,7,120,3.54,-53.87,-53.87,0.0,48.6,48.6,1.6,1.6,5,5,120,,,"[2.05, 3.45, 2.35, 2.15]","[2.15, 3.0, 2.45, 2.4]"
878,large,5,6,120,0.07,-40.0,-40.0,0.0,0.0,0.0,0.0,0.0,5,5,0,,,"[1.0, 1.0, 1.0, 1.0]","[1.0, 1.0, 1.0, 1.0]"
879,large,6,6,120,6.01,-10.5,-10.5,0.0,56.2,56.2,0.0,0.0,4,4,120,,,"[2.65, 2.75, 2.5, 2.1]","[2.65, 2.65, 2.4, 2.3]"
880,large,4,5,120,0.06,-32.0,-32.0,0.0,0.0,0.0,0.0,0.0,4,4,0,,,"[1.0, 1.0, 1.0, 1.0]","[1.0, 1.0, 1.0, 1.0]"
881,large,4,5,120,3.31,-201.48,-201.48,0.0,51.8,51.8,81.8,81.8,3,3,120,,,"[2.05, 2.0, 3.1, 2.85]","[2.35, 2.7, 2.3, 2.65]"
882,large,3,5,120,0.05,-24.0,-24.0,0.0,0.0,0.0,0.0,0.0,3,3,0,,,"[1.0, 1.0, 1.0, 1.0]","[1.0, 1.0, 1.0, 1.0]"
883,large,4,5,120,5.57,-8.01,-8.01,0.0,17.8,17.8,0.0,0.0,3,3,120,,,"[3.25, 1.9, 2.55, 2.3]","[2.75, 2.8, 2.15, 2.3]"
884,large,3,4,120,0.05,-24.0,-24.0,0.0,0.0,0.0,0.0,0.0,3,3,0,,,"[1.0, 1.0, 1.0, 1.0]","[1.0, 1.0, 1.0, 1.0]"
885,large,4,4,120,4.96,-11.63,-11.63,0.0,17.8,17.8,0.0,0.0,3,3,120,,,"[3.1, 2.85, 2.3, 1.75]","[2.4, 2.75, 2.3, 2.55]"
886,large,3,3,120,0.04,-24.0,-24.0,0.0,0.0,0.0,0.0,0.0,3,3,0,,,"[1.0, 1.0, 1.0, 1.0]","[1.0, 1.0, 1.0, 1.0]"
887,large,4,3,120,0.05,-32.0,-32.0,0.0,0.0,0.0,0.0,0.0,4,4,0,,,"[1.0, 1.0, 1.0, 1.0]","[1.0, 1.0, 1.0, 1.0]"
