stage,episode,seed,episode_reward,total_score,completed_tasks,overdue_tasks,timeout_rate,total_distance,simulation_failed,steps,actor_loss,critic_loss,entropy
medium,58,20260460,8787.2542,8659.14,161,6,0.037,3276.1,False,800,-0.001166,5999.363804,0.09146
medium,59,20260461,8699.2285,8563.24,162,8,0.0494,3408.5,False,800,-0.000563,6045.876384,0.082817
medium,60,20260462,8189.7123,8062.0,162,10,0.0617,3360.9,False,800,-0.001765,6481.817622,0.071434
medium,61,20260463,9814.6153,9709.56,162,3,0.0185,3160.4,False,800,-0.001696,8344.814902,0.109689
medium,62,20260464,5775.2729,5652.52,159,22,0.1358,3296.47,False,800,-0.001959,7205.272083,0.094708
medium,63,20260465,7279.5171,7164.58,157,13,0.0802,3394.87,False,800,-0.0011,4346.150442,0.079846
medium,64,20260466,5916.2756,5797.25,159,19,0.1173,3440.53,False,800,-0.000422,3523.159041,0.072288
medium,65,20260467,9177.3874,9074.53,162,3,0.0185,3128.8,False,800,-0.000618,9245.17271,0.086028
medium,66,20260468,8655.4818,8531.39,162,6,0.037,3371.3,False,800,-0.000506,6522.98573,0.076637
medium,67,20260469,5290.042,5190.01,161,29,0.179,3241.3,False,800,-0.000802,5092.03927,0.085383
medium,68,20260470,6237.8286,6127.51,158,26,0.1605,3380.63,False,800,-0.000804,4756.893875,0.076347
medium,69,20260471,8493.5434,8373.25,161,6,0.037,3370.0,False,800,-0.000419,7130.466443,0.075271
medium,70,20260472,10100.1191,10001.93,162,0,0.0,3224.0,False,800,-0.000324,9994.257764,0.085506
medium,71,20260473,8299.5445,8199.01,159,8,0.0494,3314.7,False,800,-0.000692,4569.320017,0.088037
medium,72,20260474,6406.1762,6292.98,161,19,0.1173,3377.9,False,800,-0.000394,7186.282236,0.078027
medium,73,20260475,9950.5314,9844.22,162,0,0.0,3204.6,False,800,-0.000372,10362.617847,0.072903
medium,74,20260476,8241.1181,8129.17,162,14,0.0864,3070.4,False,800,-0.00078,9173.198228,0.098349
medium,75,20260477,9878.7851,9786.22,162,2,0.0123,3236.2,False,800,-0.000311,11645.588525,0.082118
medium,76,20260478,8225.8244,8116.95,162,9,0.0556,3268.0,False,800,-0.000486,9618.296724,0.080492
medium,77,20260479,8283.5775,8174.92,162,14,0.0864,3382.83,False,800,-0.000549,7904.413042,0.076026
medium,78,20260480,6831.5482,6712.65,162,15,0.0926,3238.3,False,800,-0.001008,6191.150872,0.07079
medium,79,20260481,6587.8329,6482.81,162,17,0.1049,3385.7,False,800,-0.000634,4055.062134,0.064397
medium,80,20260482,8084.2275,7956.86,162,10,0.0617,3433.6,False,800,-0.000495,8694.233853,0.066032
medium,81,20260483,6194.2885,6072.49,158,26,0.1605,3435.73,False,800,-0.000724,3655.028134,0.064026
medium,82,20260484,7964.6648,7870.92,159,11,0.0679,3380.2,False,800,-0.000191,5164.53752,0.084724
medium,83,20260485,7886.117,7784.16,162,11,0.0679,3250.8,False,800,-0.001137,2945.299003,0.092844
medium,84,20260486,3896.8243,3809.41,156,46,0.284,3198.33,False,800,-0.001009,4694.389792,0.114536
medium,85,20260487,3544.0034,3474.63,151,57,0.3519,3240.23,False,800,-0.000519,6124.882634,0.105668
medium,86,20260488,6723.0202,6607.13,159,24,0.1481,3350.37,False,800,-0.000196,3283.73395,0.08046
medium,87,20260489,4700.8298,4578.81,158,40,0.2469,3368.0,False,800,-0.00031,3393.787909,0.081828
medium,88,20260490,7242.1941,7133.02,157,16,0.0988,3255.0,False,800,-0.000713,4158.293811,0.104511
medium,89,20260491,7881.0132,7789.29,160,15,0.0926,3216.7,False,800,-0.000348,3235.374722,0.096839
medium,90,20260492,2345.1904,2251.21,153,63,0.3889,3281.3,False,800,-0.000421,4397.150452,0.103569
medium,91,20260493,8998.7036,8904.99,158,5,0.0309,3295.73,False,800,-0.000169,6895.543384,0.091073
medium,92,20260494,8079.1416,7967.16,162,10,0.0617,3198.5,False,800,-0.000539,4263.267966,0.080799
medium,93,20260495,9130.2219,9013.18,162,7,0.0432,3325.4,False,800,-0.000703,2949.735046,0.081476
medium,94,20260496,7605.6291,7506.96,160,13,0.0802,3298.1,False,800,-0.001194,3758.168369,0.093858
medium,95,20260497,10091.8093,10005.84,162,0,0.0,3191.6,False,800,-0.002038,8182.876514,0.090498
medium,96,20260498,9025.4618,8908.33,162,4,0.0247,3338.1,False,800,-0.001306,3205.944435,0.067313
medium,97,20260499,7904.8162,7789.54,162,11,0.0679,3212.4,False,800,-0.000478,8953.06147,0.079629
medium,98,20260500,9200.5348,9092.26,162,5,0.0309,3201.1,False,800,-0.00111,5670.614246,0.088865
medium,99,20260501,8162.8725,8044.56,159,8,0.0494,3413.7,False,800,-0.002126,2139.501511,0.079918
medium,100,20260502,8596.2985,8499.54,162,10,0.0617,3253.2,False,800,-0.000623,5469.206575,0.084283
