experiment,generation,candidate,fitness,strategy,rounds,failure_count,failure_rate,total_score_mean,total_score_std,total_score_min,total_score_max,completed_tasks_mean,completed_tasks_std,completed_tasks_min,completed_tasks_max,total_tasks_mean,total_tasks_std,total_tasks_min,total_tasks_max,overdue_tasks_mean,overdue_tasks_std,overdue_tasks_min,overdue_tasks_max,timeout_rate_mean,timeout_rate_std,timeout_rate_min,timeout_rate_max,total_distance_mean,total_distance_std,total_distance_min,total_distance_max,completion_rate_mean,completion_rate_std,completion_rate_min,completion_rate_max
energy_rate_0_5,2,7,10236.745,genetic_hyper_extra_training,2,0,0.0,9886.745,14.635,9872.11,9901.38,162.0,0.0,162.0,162.0,162.0,0.0,162.0,162.0,1.5,0.5,1.0,2.0,0.0092,0.0031,0.0062,0.0123,3357.1,69.3,3287.8,3426.4,1.0,0.0,1.0,1.0
energy_rate_0_5,2,8,10257.965,genetic_hyper_extra_training,2,0,0.0,9907.965,52.645,9855.32,9960.61,162.0,0.0,162.0,162.0,162.0,0.0,162.0,162.0,0.5,0.5,0.0,1.0,0.0031,0.0031,0.0,0.0062,3333.2,88.3,3244.9,3421.5,1.0,0.0,1.0,1.0
energy_rate_0_5,3,1,10298.7,genetic_hyper_extra_training,2,0,0.0,9948.7,15.99,9932.71,9964.69,162.0,0.0,162.0,162.0,162.0,0.0,162.0,162.0,0.5,0.5,0.0,1.0,0.0031,0.0031,0.0,0.0062,3359.95,79.25,3280.7,3439.2,1.0,0.0,1.0,1.0
energy_rate_0_5,3,2,10269.025,genetic_hyper_extra_training,2,0,0.0,9919.025,51.625,9867.4,9970.65,162.0,0.0,162.0,162.0,162.0,0.0,162.0,162.0,0.5,0.5,0.0,1.0,0.0031,0.0031,0.0,0.0062,3323.4,85.8,3237.6,3409.2,1.0,0.0,1.0,1.0
energy_rate_0_5,3,3,10101.15,genetic_hyper_extra_training,2,0,0.0,9751.15,47.3,9703.85,9798.45,162.0,0.0,162.0,162.0,162.0,0.0,162.0,162.0,1.5,0.5,1.0,2.0,0.0092,0.0031,0.0062,0.0123,3333.1,103.9,3229.2,3437.0,1.0,0.0,1.0,1.0
energy_rate_0_5,3,4,10269.025,genetic_hyper_extra_training,2,0,0.0,9919.025,51.625,9867.4,9970.65,162.0,0.0,162.0,162.0,162.0,0.0,162.0,162.0,0.5,0.5,0.0,1.0,0.0031,0.0031,0.0,0.0062,3323.4,85.8,3237.6,3409.2,1.0,0.0,1.0,1.0
energy_rate_0_5,3,5,10297.27,genetic_hyper_extra_training,2,0,0.0,9947.27,17.42,9929.85,9964.69,162.0,0.0,162.0,162.0,162.0,0.0,162.0,162.0,0.5,0.5,0.0,1.0,0.0031,0.0031,0.0,0.0062,3359.95,79.25,3280.7,3439.2,1.0,0.0,1.0,1.0
energy_rate_0_5,3,6,10257.965,genetic_hyper_extra_training,2,0,0.0,9907.965,52.645,9855.32,9960.61,162.0,0.0,162.0,162.0,162.0,0.0,162.0,162.0,0.5,0.5,0.0,1.0,0.0031,0.0031,0.0,0.0062,3333.2,88.3,3244.9,3421.5,1.0,0.0,1.0,1.0
energy_rate_0_5,3,7,10298.7,genetic_hyper_extra_training,2,0,0.0,9948.7,15.99,9932.71,9964.69,162.0,0.0,162.0,162.0,162.0,0.0,162.0,162.0,0.5,0.5,0.0,1.0,0.0031,0.0031,0.0,0.0062,3359.95,79.25,3280.7,3439.2,1.0,0.0,1.0,1.0
energy_rate_0_5,3,8,10258.925,genetic_hyper_extra_training,2,0,0.0,9908.925,63.135,9845.79,9972.06,162.0,0.0,162.0,162.0,162.0,0.0,162.0,162.0,0.5,0.5,0.0,1.0,0.0031,0.0031,0.0,0.0062,3329.55,91.95,3237.6,3421.5,1.0,0.0,1.0,1.0
energy_rate_0_5,4,1,10298.7,genetic_hyper_extra_training,2,0,0.0,9948.7,15.99,9932.71,9964.69,162.0,0.0,162.0,162.0,162.0,0.0,162.0,162.0,0.5,0.5,0.0,1.0,0.0031,0.0031,0.0,0.0062,3359.95,79.25,3280.7,3439.2,1.0,0.0,1.0,1.0
energy_rate_0_5,4,2,10298.7,genetic_hyper_extra_training,2,0,0.0,9948.7,15.99,9932.71,9964.69,162.0,0.0,162.0,162.0,162.0,0.0,162.0,162.0,0.5,0.5,0.0,1.0,0.0031,0.0031,0.0,0.0062,3359.95,79.25,3280.7,3439.2,1.0,0.0,1.0,1.0
energy_rate_0_5,4,3,10039.155,genetic_hyper_extra_training,2,0,0.0,9689.155,117.465,9571.69,9806.62,162.0,0.0,162.0,162.0,162.0,0.0,162.0,162.0,1.0,1.0,0.0,2.0,0.0062,0.0062,0.0,0.0123,3317.9,95.0,3222.9,3412.9,1.0,0.0,1.0,1.0
energy_rate_0_5,4,4,10228.625,genetic_hyper_extra_training,2,0,0.0,9878.625,6.515,9872.11,9885.14,162.0,0.0,162.0,162.0,162.0,0.0,162.0,162.0,1.5,0.5,1.0,2.0,0.0092,0.0031,0.0062,0.0123,3360.7,65.7,3295.0,3426.4,1.0,0.0,1.0,1.0
energy_rate_0_5,4,5,10298.7,genetic_hyper_extra_training,2,0,0.0,9948.7,15.99,9932.71,9964.69,162.0,0.0,162.0,162.0,162.0,0.0,162.0,162.0,0.5,0.5,0.0,1.0,0.0031,0.0031,0.0,0.0062,3359.95,79.25,3280.7,3439.2,1.0,0.0,1.0,1.0
energy_rate_0_5,4,6,10198.12,genetic_hyper_extra_training,2,0,0.0,9848.12,53.88,9794.24,9902.0,162.0,0.0,162.0,162.0,162.0,0.0,162.0,162.0,2.0,1.0,1.0,3.0,0.0123,0.0061,0.0062,0.0185,3348.0,56.5,3291.5,3404.5,1.0,0.0,1.0,1.0
energy_rate_0_5,4,7,10268.585,genetic_hyper_extra_training,2,0,0.0,9918.585,11.265,9907.32,9929.85,162.0,0.0,162.0,162.0,162.0,0.0,162.0,162.0,1.0,0.0,1.0,1.0,0.0062,0.0,0.0062,0.0062,3359.95,79.25,3280.7,3439.2,1.0,0.0,1.0,1.0
energy_rate_0_5,4,8,10268.595,genetic_hyper_extra_training,2,0,0.0,9918.595,46.205,9872.39,9964.8,162.0,0.0,162.0,162.0,162.0,0.0,162.0,162.0,0.5,0.5,0.0,1.0,0.0031,0.0031,0.0,0.0062,3325.65,88.05,3237.6,3413.7,1.0,0.0,1.0,1.0
energy_rate_0_5,5,1,10298.7,genetic_hyper_extra_training,2,0,0.0,9948.7,15.99,9932.71,9964.69,162.0,0.0,162.0,162.0,162.0,0.0,162.0,162.0,0.5,0.5,0.0,1.0,0.0031,0.0031,0.0,0.0062,3359.95,79.25,3280.7,3439.2,1.0,0.0,1.0,1.0
energy_rate_0_5,5,2,10298.7,genetic_hyper_extra_training,2,0,0.0,9948.7,15.99,9932.71,9964.69,162.0,0.0,162.0,162.0,162.0,0.0,162.0,162.0,0.5,0.5,0.0,1.0,0.0031,0.0031,0.0,0.0062,3359.95,79.25,3280.7,3439.2,1.0,0.0,1.0,1.0
energy_rate_0_5,5,3,10268.595,genetic_hyper_extra_training,2,0,0.0,9918.595,46.205,9872.39,9964.8,162.0,0.0,162.0,162.0,162.0,0.0,162.0,162.0,0.5,0.5,0.0,1.0,0.0031,0.0031,0.0,0.0062,3325.65,88.05,3237.6,3413.7,1.0,0.0,1.0,1.0
energy_rate_0_5,5,4,10187.635,genetic_hyper_extra_training,2,0,0.0,9837.635,17.395,9820.24,9855.03,162.0,0.0,162.0,162.0,162.0,0.0,162.0,162.0,1.0,0.0,1.0,1.0,0.0062,0.0,0.0062,0.0062,3360.85,80.15,3280.7,3441.0,1.0,0.0,1.0,1.0
energy_rate_0_5,5,5,10204.935,genetic_hyper_extra_training,2,0,0.0,9854.935,8.895,9846.04,9863.83,162.0,0.0,162.0,162.0,162.0,0.0,162.0,162.0,1.0,0.0,1.0,1.0,0.0062,0.0,0.0062,0.0062,3344.7,68.5,3276.2,3413.2,1.0,0.0,1.0,1.0
energy_rate_0_5,5,6,10258.22,genetic_hyper_extra_training,2,0,0.0,9908.22,62.43,9845.79,9970.65,162.0,0.0,162.0,162.0,162.0,0.0,162.0,162.0,0.5,0.5,0.0,1.0,0.0031,0.0031,0.0,0.0062,3329.55,91.95,3237.6,3421.5,1.0,0.0,1.0,1.0
energy_rate_0_5,5,7,10298.7,genetic_hyper_extra_training,2,0,0.0,9948.7,15.99,9932.71,9964.69,162.0,0.0,162.0,162.0,162.0,0.0,162.0,162.0,0.5,0.5,0.0,1.0,0.0031,0.0031,0.0,0.0062,3359.95,79.25,3280.7,3439.2,1.0,0.0,1.0,1.0
energy_rate_0_5,5,8,10258.395,genetic_hyper_extra_training,2,0,0.0,9908.395,24.295,9884.1,9932.69,162.0,0.0,162.0,162.0,162.0,0.0,162.0,162.0,1.0,0.0,1.0,1.0,0.0062,0.0,0.0062,0.0062,3354.75,74.05,3280.7,3428.8,1.0,0.0,1.0,1.0
